	Term	p-value	z-score	CS	Related Genes
47	Mp0001216 Abnormal Epidermal Layer 	1.25e-02	-1.07	2.82	RB1, RABGEF1, UROS, LMNA, FNTB, CTSE, LBR, CTSB
48	Mp0010769 Abnormal Survival 	3.39e-03	-0.76	2.71	CLIC4, SLC4A1, CLCN3, HS6ST1, AQP1, RABGEF1, LMNA, E2F1, LBR, CTSB, NFE2, APLP2, HRAS1, PLRG1, PRKAB1, ANK1, KLF1, CSDA, SLC6A9, TAL1, MAFG, SPNB1, MCM4, XIST, ATF4, MCM2
49	Mp0000001 Mammalian Phenotype 	9.43e-06	-0.33	2.69	FEN1, CLIC4, LDB1, TFRC, SLC4A1, HS6ST1, MPO, AQP1, RABGEF1, PSMD4, UROD, FTH1, FNTB, LBR, TAPT1, CTSB, TMOD1, BNIP3L, GPX1, APLP2, SPHK1, KIF22, PLRG1, RANGAP1, PRKAB1, ANK1, TAL1, MORF4L2, ALDH1A1, SPNB1, TAX1BP1, BIRC5, MCM4, TXNIP, RPL24, XIST, MCM2, ATF4, FECH, UHRF1, ODC1, DLST, ADIPOR1, CLCN3, CENPA, DNAJB1, UGCG, FZR1, LMNA, E2F1, E2F2, ACSS1, SNCA, FN3K, PRNP, CAR2, TXNRD2, GADD45A, UROS, HRAS1, SOD1, DARC, CSDA, SLC6A9, COL5A1, MAFG, MKRN1, ANP32E, AGRN, SSBP3
50	Mp0002970 Abnormal White Adipose 	1.91e-02	-1.09	2.61	RB1, FEN1, PRKAR2B, LMNA, E2F1, ADIPOR1, LBR
51	Mp0005621 Abnormal Cell Physiology 	1.06e-02	-0.93	2.55	FN3K, BNIP3L, FEN1, FZR1, GADD45A, FTH1, TAX1BP1, RPL24, E2F2, TXNIP
52	Mp0003448 Altered Tumor Morphology 	1.64e-02	-0.99	2.45	RB1, FZR1, H2AFX, FNTB, CTSB
53	Mp0000858 Altered Metastatic Potential 	1.29e-02	-0.93	2.43	RB1, GADD45A, E2F1, CTSB
54	Mp0010768 Mortality/Aging 	4.47e-03	-0.67	2.29	CLIC4, SLC4A1, CLCN3, HS6ST1, AQP1, RABGEF1, LMNA, E2F1, LBR, CTSB, NFE2, APLP2, HRAS1, PLRG1, PRKAB1, ANK1, KLF1, CSDA, SLC6A9, TAL1, MAFG, SPNB1, MCM4, XIST, ATF4, MCM2
55	Mp0002084 Abnormal Developmental Patter 	1.43e-02	-0.9	2.28	OTUD5, UGCG, LDB1, PSMD4, TAL1, UHRF1, LMO2, FNTB, RANGAP1, SSBP3, HIST1H1C
56	Mp0002078 Abnormal Glucose Homeostasis 	2.31e-02	-0.96	2.16	MT1, ADIPOR1, CLCN3, PRKAB1, AQP1, PRKAR2B, LMNA, SPNB1, E2F1, ST3GAL5, TXNIP, ACSS1, ATF4, CTSB
57	Mp0005376 Homeostasis/Metabolism Phenot 	2.04e-02	-0.84	1.98	DARC, RABGEF1, FEN1, ACSS1, ADIPOR1, MPO, LBR
58	Mp0005025 Abnormal Response To 	2.70e-02	-0.92	1.97	MAP2K3, PRNP, NFE2, PSME3, IGTP, IRGM1, CD47, CLCN3, MPO, S100A9, ANK1, SNCA
59	Mp0004147 Increased Porphyrin Level 	1.00e-03	-0.43	1.94	UROS, SPNB1, ANK1
60	Mp0005508 Abnormal Skeleton Morphology 	2.10e-02	-0.82	1.93	UROS, LMNA, SSBP3, ANK, TAPT1
61	Mp0008877 Abnormal Dna Methylation 	3.96e-03	-0.49	1.72	RB1, UHRF1, XIST
62	Mp0001765 Abnormal Ion Homeostasis 	2.69e-02	-0.79	1.7	PRNP, TXNIP, SLC4A1, MT1, ANK
63	Mp0003634 Abnormal Glial Cell 	2.40e-02	-0.75	1.68	PRNP, MT1, CLCN3, PRKAB1, LBR, SNCA, CTSB
64	Mp0000490 Abnormal Crypts Of 	1.88e-02	-0.7	1.67	CAR2, FEN1, GPX1, MCM2
65	Mp0002169 No Abnormal Phenotype 	3.76e-03	-0.45	1.58	FEN1, LDB1, ODC1, ADIPOR1, DNAJB1, UGCG, PSMD4, UROD, LMNA, E2F1, E2F2, CTSB, PRNP, APLP2, SPHK1, HRAS1, SLC6A9, MORF4L2, ALDH1A1, MKRN1, ANP32E, BIRC5, MCM4, TXNIP, XIST, AGRN, SSBP3, MCM2
66	Mp0002873 Normal Phenotype 	3.95e-03	-0.44	1.56	FEN1, LDB1, ODC1, ADIPOR1, DNAJB1, UGCG, PSMD4, UROD, LMNA, E2F1, E2F2, CTSB, PRNP, APLP2, SPHK1, HRAS1, SLC6A9, MORF4L2, ALDH1A1, MKRN1, ANP32E, BIRC5, MCM4, TXNIP, XIST, AGRN, SSBP3, MCM2
67	Mp0003861 Abnormal Nervous System 	1.57e-02	-0.58	1.46	RB1, PRNP, FEN1, LDB1, TFRC, GADD45A, UHRF1, SPHK1, LMO2, PRKAB1, CENPA, CSDA, E2F1, RPL24, AGRN, SSBP3, LBR, HIST1H1C
68	Mp0001286 Abnormal Eye Development 	3.35e-02	-0.72	1.44	RB1, ALDH1A1, E2F1, RPL24, E2F2, ATF4
69	Mp0005452 Abnormal Adipose Tissue 	5.24e-02	-0.82	1.37	FEN1, FECH, UBB, PRKAR2B, LMNA, SPNB1, E2F1, ADIPOR1, LBR, MCM2
70	Mp0005195 Abnormal Posterior Eye 	3.95e-02	-0.71	1.34	CLIC4, ALDH1A1, H2AFX, E2F1, RPL24, E2F2, MT1, CLCN3, PRKAB1, HS6ST1
71	Mp0003956 Abnormal Body Size 	1.93e-02	-0.52	1.26	RB1, FEN1, CLIC4, DLST, SLC4A1, ADIPOR1, CLCN3, HS6ST1, AQP1, CD59A, UBB, PRKAR2B, LMNA, FNTB, E2F1, ACSS1, LBR, HIST1H1C, SNCA, BNIP3L, NFE2, PRNP, GPX1, RYK, APLP2, H2AFX, ANK1, PRKAB1, SLC6A9, MAFG, SPNB1, TAX1BP1, RPL24, MCM4, ATF4, MCM2
72	Mp0005266 Abnormal Metabolism 	3.48e-02	-0.6	1.2	FEN1, ACSS1, ADIPOR1, MPO
73	Mp0002082 Postnatal Lethality 	1.52e-02	-0.48	1.19	NFE2, APLP2, HRAS1, SLC4A1, PLRG1, HS6ST1, PRKAB1, ANK1, AQP1, KLF1, RABGEF1, CSDA, SLC6A9, MAFG, LMNA, SPNB1, MCM4, XIST, LBR, ATF4, CTSB, MCM2
74	Mp0001784 Abnormal Fluid Regulation 	3.10e-02	-0.57	1.17	TMOD1, RB1, GFI1B, GPX1, SLC6A9, TFRC, TAL1, SPHK1, HRAS1, SLC4A1, AQP1
75	Mp0010770 Preweaning Lethality 	1.54e-02	-0.46	1.16	NFE2, APLP2, HRAS1, SLC4A1, PLRG1, HS6ST1, PRKAB1, ANK1, AQP1, KLF1, RABGEF1, CSDA, SLC6A9, MAFG, LMNA, SPNB1, MCM4, XIST, LBR, ATF4, CTSB, MCM2
76	Mp0002118 Abnormal Lipid Homeostasis 	7.91e-02	-0.79	1.11	GPX1, ACSL1, ABCB4, PON2, MT1, ADIPOR1, PRKAB1, PRKAR2B, LMNA, E2F1, ST3GAL5, TXNIP, ACSS1
77	Mp0001845 Abnormal Inflammatory Respons 	4.90e-02	-0.64	1.11	GPX1, GADD45A, ABCB4, SPHK1, MT1, MPO, RABGEF1, DARC, FTH1, SPNB1, E2F1, E2F2, S100A9, CTSB
78	Mp0000604 Amyloidosis 	1.55e-02	-0.39	0.97	PRNP, DLST, CTSB
79	Mp0009642 Abnormal Blood Homeostasis 	3.09e-02	-0.45	0.92	FECH, TFRC, ABCB4, PON2, SLC4A1, ADIPOR1, CLCN3, SAMSN1, CD59A, PRKAR2B, FTH1, LMNA, E2F1, ST3GAL5, ACSS1, CTSE, CTSB, CAR2, RYK, UROS, HRAS1, IRGM1, PRKAB1, SOD1, DARC, SPNB1, IGTP, TXNIP, GCLM, S100A9, ATF4
80	Mp0001545 Abnormal Hematopoietic System 	1.74e-02	-0.33	0.81	NFE2, FNTB, KLF1
81	Mp0002135 Abnormal Kidney Morphology 	5.68e-02	-0.5	0.8	LDB1, GADD45A, UROS, LMO2, SPNB1, HRAS1, E2F2, SLC4A1, MT1, AGRN, ANK1, KLF1
82	Mp0009765 Abnormal Xenobiotic Induced 	4.39e-02	-0.45	0.8	SLC4A1, MT1, GCLM, SOD1
83	Mp0005319 Abnormal Enzyme/ Coenzyme 	6.91e-02	-0.53	0.8	GPX1, FECH, ABCB4, FTH1, GCLM, SOD1
84	Mp0005397 Hematopoietic System Phenotyp 	1.74e-02	-0.3	0.74	NFE2, FNTB, KLF1
85	Mp0002128 Abnormal Blood Circulation 	4.82e-02	-0.4	0.69	TMOD1, NFE2, GFI1B, TXNRD2, SPHK1, ABCB4, FTH1, TAX1BP1, E2F1, MT1
86	Mp0005620 Abnormal Muscle Contractility 	5.97e-02	-0.41	0.65	BNIP3L, LMNA, TXNIP, SLC4A1, PLRG1, SOD1
87	Mp0000477 Abnormal Intestine Morphology 	7.41e-02	-0.32	0.47	RB1, CAR2, FEN1, GPX1, TXNIP, CLCN3, MCM2
88	Mp0002066 Abnormal Motor Capabilities/C 	5.32e-02	-0.26	0.44	RB1, FECH, CLCN3, ADIPOR1, AQP1, FZR1, PRKAR2B, LMNA, E2F1, LBR, SNCA, CTSB, PRNP, RYK, APLP2, ANK1, PRKAB1, SLC6A9, MAFG, KLF9, ANP32E, HDGF, AGRN, AARS, MCM2
89	Mp0000716 Abnormal Immune System 	2.87e-02	-0.18	0.39	RB1, PRNP, KLF13, RSAD2, GADD45A, SPHK1, LMO2, H2AFX, RPA1, ANK1, MPO, TSPAN33, SAMSN1, RABGEF1, PSME3, E2F1, TXNIP, BIRC5, E2F2, CD47, CTSE, LBR, S100A9
90	Mp0001764 Abnormal Homeostasis 	3.49e-02	-0.16	0.33	DARC, RABGEF1, LBR
91	Mp0003948 Abnormal Gas Homeostasis 	8.68e-02	-0.22	0.29	RB1, TFRC, TAL1, RYK, HBA-A1, ACSS1, ADIPOR1
92	Mp0004215 Abnormal Myocardial Fiber 	3.49e-02	-0.14	0.28	RB1, SPHK1, AQP1
93	Mp0004197 Abnormal Fetal Growth/Weight/ 	9.77e-02	-0.21	0.27	RB1, CSDA, MCM4, HBA-A1, ATF4
94	Mp0002723 Abnormal Immune Serum 	7.78e-02	-0.13	0.19	RSAD2, GADD45A, SPHK1, H2AFX, IRGM1, MT1, SAMSN1, PRKAB1, RABGEF1, DARC, TAX1BP1, E2F1, IGTP, CTSE, S100A9
95	Mp0005448 Abnormal Energy Balance 	9.22e-02	-0.14	0.18	UBB, PRKAR2B, ADIPOR1, PRKAB1
96	Mp0000358 Abnormal Cell Content/ 	8.86e-02	-0.13	0.18	FZR1, GPX1, FNTB, ADIPOR1
97	Mp0003699 Abnormal Female Reproductive 	9.95e-02	-0.14	0.17	CLIC4, UBB, GADD45A, ABCB4, LMNA, E2F1, LBR, ANK, ATF4, SOD1
98	Mp0009764 Decreased Sensitivity To 	5.13e-02	-0.1	0.17	RB1, SPHK1, ANK1
99	Mp0005535 Abnormal Body Temperature 	1.19e-01	-0.11	0.13	PRNP, GPX1, PRKAR2B, ACSS1
100	Mp0005165 Increased Susceptibility To 	6.06e-02	-0.08	0.12	GPX1, BIRC5, MT1
101	Mp0003633 Abnormal Nervous System 	1.09e-01	-0.1	0.11	SRR, SLC6A9, SPHK1, CLCN3
102	Mp0003635 Abnormal Synaptic Transmissio 	1.02e-01	0.0	-0.01	PRNP, SRR, FZR1, SLC6A9, APLP2, HRAS1, AGRN, CLCN3, SNCA
103	Mp0002063 Abnormal Learning/Memory/Cond 	1.19e-01	0.02	-0.02	PRNP, FZR1, SRR, SLC6A9, KLF9, DLST, MT1, CLCN3
104	Mp0003795 Abnormal Bone Structure 	1.54e-01	0.06	-0.06	NFE2, DARC, TAL1, LMNA, MT1, ANK1, LBR, ATF4
105	Mp0001730 Embryonic Growth Arrest 	1.34e-01	0.09	-0.1	TMOD1, TAL1, UHRF1, COX17, RANGAP1
106	Mp0002420 Abnormal Adaptive Immunity 	6.93e-02	0.07	-0.11	MAP2K3, KLF13, RSAD2, GADD45A, PON2, H2AFX, MT1, CLCN3, MPO, SAMSN1, RABGEF1, TAX1BP1, E2F1, TXNIP, BIRC5, E2F2, CD47, CTSE, S100A9
107	Mp0002060 Abnormal Skin Morphology 	1.00e-01	0.09	-0.11	COL5A1, LMNA, E2F2
108	Mp0001819 Abnormal Immune Cell 	7.18e-02	0.08	-0.12	MAP2K3, KLF13, RSAD2, GADD45A, PON2, H2AFX, MT1, CLCN3, SAMSN1, MPO, RABGEF1, TAX1BP1, E2F1, TXNIP, BIRC5, E2F2, CD47, CTSE, S100A9
109	Mp0002419 Abnormal Innate Immunity 	1.29e-01	0.13	-0.14	CD59A, PON2, TAX1BP1, CD47, MT1, CLCN3, MPO, S100A9
110	Mp0000955 Abnormal Spinal Cord 	9.49e-01	2.91	-0.15	SNCA
111	Mp0002114 Abnormal Axial Skeleton 	1.52e-01	0.15	-0.16	RB1, PRNP, LMNA, RPL24, CLCN3, SSBP3, LBR, TAPT1, ANK, SNCA
112	Mp0000759 Abnormal Skeletal Muscle 	1.44e-01	0.16	-0.18	RB1, LMNA, E2F1, HBA-A1, ADIPOR1, AGRN
113	Mp0002882 Abnormal Neuron Morphology 	6.17e-02	0.12	-0.2	PRNP, GPX1, LDB1, APLP2, CLCN3, ANK1, PRKAB1, SOD1, UBB, MAFG, LMNA, E2F1, E2F2, RPL24, AGRN, SNCA, CTSB, AARS
114	Mp0000230 Abnormal Systemic Arterial 	9.30e-01	2.97	-0.21	HRAS1
115	Mp0002152 Abnormal Brain Morphology 	8.20e-02	0.16	-0.22	RB1, PRNP, LDB1, GADD45A, SPHK1, CLCN3, PRKAB1, CENPA, ANK1, FZR1, CSDA, SPNB1, E2F1, RPL24, LBR, SSBP3, MCM2, SNCA, CTSB, AARS
116	Mp0005584 Abnormal Enzyme/Coenzyme Acti 	1.49e-01	0.26	-0.27	GPX1, PON2, UROS, ADIPOR1
117	Mp0000367 Abnormal Coat/ Hair 	2.39e-01	0.35	-0.3	LMNA, FNTB, E2F2, CTSE, LBR, AARS, ATF4, MCM2, CTSB
118	Mp0003936 Abnormal Reproductive System 	9.00e-01	3.14	-0.31	HRAS1
119	Mp0001663 Abnormal Digestive System 	1.34e-01	0.28	-0.32	CAR2, GPX1, SNCA
120	Mp0005369 Muscle Phenotype 	1.84e-01	0.36	-0.35	RB1, PRNP, TXNRD2, E2F1, ANK
121	Mp0001800 Abnormal Humoral Immune 	1.99e-01	0.38	-0.35	RABGEF1, CD59A, RSAD2, GADD45A, H2AFX, MT1, CTSE, SAMSN1
122	Mp0010155 Abnormal Intestine Physiology 	8.79e-01	3.16	-0.38	GPX1
123	Mp0002106 Abnormal Muscle Physiology 	1.74e-01	0.41	-0.4	RB1, PRNP, TXNRD2, E2F1
124	Mp0000249 Abnormal Blood Vessel 	1.98e-01	0.45	-0.42	CLIC4, PON2, H2AFX, MPO, AQP1
125	Mp0001533 Abnormal Skeleton Physiology 	8.58e-01	3.12	-0.43	ANK
126	Mp0002184 Abnormal Innervation 	8.60e-01	3.18	-0.44	AGRN
127	Mp0005390 Skeleton Phenotype 	2.22e-01	0.52	-0.45	UROS, LMNA, SSBP3, ANK, TAPT1
128	Mp0002109 Abnormal Limb Morphology 	8.27e-01	2.67	-0.45	RYK, RPL24, HS6ST1, LBR, ANK
129	Mp0002067 Abnormal Sensory Capabilities 	2.07e-01	0.5	-0.45	RB1, PRNP, MAFG, APLP2, ANP32E, SNCA
130	Mp0002557 Abnormal Social/Conspecific I 	8.32e-01	2.79	-0.46	SRR, COMT
131	Mp0005253 Abnormal Eye Physiology 	1.36e-01	0.42	-0.46	RB1, CLCN3, LBR
132	Mp0008873 Increased Physiological Sensi 	1.86e-01	0.52	-0.5	MT1, GCLM, MPO, SNCA
133	Mp0002896 Abnormal Bone Mineralization 	1.73e-01	0.53	-0.51	LMNA, ANK, ATF4
134	Mp0005388 Respiratory System Phenotype 	8.27e-01	3.11	-0.52	AQP1
135	Mp0002133 Abnormal Respiratory System 	8.27e-01	3.13	-0.52	AQP1
136	Mp0009703 Decreased Birth Body 	8.27e-01	3.18	-0.53	UROS
137	Mp0002064 Seizures 	7.53e-01	2.53	-0.56	MAFG, CLCN3, PRKAB1
138	Mp0002272 Abnormal Nervous System 	7.63e-01	2.71	-0.58	PRNP, SLC6A9
