	Term	p-value	z-score	CS	Related Genes
21	POLR2AphosphoS5_G1E-ER4_mm9	1.05e-10	-1.61	31.04	EIF4A1, HIST2H2AA2, NDUFA13, BTG1, IFITM2, ZFAND3, RPL34, HBB-B1, DBI, RPL10A, RPL9, ACTB, ZFP36, RPS19, RAC2, MYEOV2, FFAR2, RPS11, B2M, JUNB, CLIC1, RPS13, RPS12, CAP1, LYPLA2, RPS9, HIST1H2AO, DUSP1, RPS6, SSU72, HMHA1, TALDO1, EEF1A1, MYL6, IRF2, RPL27, PRKD2, PPIA, GAPDH, H2-D1, VPS28, SELPLG, PIRA4, GLO1, TWF2, PRCP, ZFP36L1, CLN5, PRDX5, RPS3, INPP5K, RABAC1, RPL18, MCL1, NDUFA7, SYVN1, PPP1CA, KLF6, ALOX5AP, BGLAP2, CALM3, PTPN6, CRLF3
22	RELA_GM19193_hg19	1.20e-10	-1.59	30.66	NDUFA13, BTG1, ALAS1, HIBADH, ZFAND3, NCF4, DBI, ENO1, RPL10A, ACTB, PIGX, ZFP36, RPS19, RGS1, RPL36AL, TMSB4X, B2M, JUNB, RAB8A, PSENEN, CAP1, CD52, RPS9, RPS6, CYBA, EMP3, MMP9, VAV1, APRT, EEF1A1, PSMA4, IRF2, ADPRH, ERP29, GAPDH, TLR2, SELPLG, GSTP1, NEDD9, CORO1A, PRDX5, CCL5, CCL3, RPL18, SERF2, NADK, MCL1, CD74, SEMA4A, NDUFA7, PKM2, PSMB8, HIGD2A, KLF6, LRG1, ARPC3, POU2AF1, PTPN6, MAN2B1, CALM3, CD69, P4HB, CLEC2D, MYD88
23	SPI1_GM12891_hg19	3.68e-10	-1.67	30.51	IFITM1, SAMD9L, BTG1, SELPLG, NCF4, POMP, LRMP, ATP1A1, ARRB2, PIK3CG, ACTB, ZFP36L1, GM2A, RPS19, ARHGDIB, CCL4, RAC2, RPS3, NCKAP1L, OSTF1, ATP6V1D, CAMP, RAB8A, MCL1, PSENEN, CD52, CD72, RPS6, LAPTM5, ARPC5, EMP3, PSMB8, VAV1, DOK2, KLHL6, IL1B, ERP29, BTK, PRTN3, LCP1, LRP10, PFDN5, MYD88
24	POLR2A_kidney_mm9	4.41e-11	-1.51	30.4	APP, MIDN, BTG1, IFITM2, RPL32, RPL34, RPL9, ACTB, PIGX, GPI1, LASP1, LGALS1, LBH, RASSF5, ATP6V1E1, RPL39, B2M, RPS13, RPS12, RPS9, FCER1G, ANXA2, ACTN1, RPS6, STX7, FOS, RHOB, APRT, COX7A2L, 2010107E04RIK, SPATA13, SLC25A5, PPIA, H2-D1, ARL8A, VCP, RPN2, PNKP, GSTP1, GLO1, TACSTD2, CXCR4, GATA2, ZFP36L1, CST3, SPP1, LRRC8D, CKB, BC037034, EGR1, SEPT11, NDFIP1, SHFM1, TBCA, HIGD2A, TSPAN14, MARCKS, ARPC3, GNB2, RPL27A, CDK2AP2, DEGS1, LRP10, CLEC2D, ITM2B
25	NFATC1_GM12878_hg19	4.49e-10	-1.68	30.36	TNFAIP8, NDUFA13, BTG1, RPL31, RPL34, NCF4, DBI, LRMP, RPL10A, RPL9, FAIM3, FCRLA, RPS19, RPL36AL, RGS1, ARHGDIB, CYTIP, TMSB10, RPS13, RPS12, LYPLA2, RPS9, SSU72, CYBA, MIF, APRT, COX7A2L, DOK3, RPL27, RPL29, PFDN5, VPS28, SELPLG, PNKP, POMP, NEDD9, ATP5L, CLN5, LDHA, CCL5, INPP5K, NCKAP1L, RPL18, ATP6V1D, SEPT11, SYVN1, PSMB8, HIGD2A, SLC6A6, KLF6, ARHGAP30, KLHL6, CLEC2D
26	RELA_GM10847_hg19	3.19e-10	-1.61	29.49	IFITM1, BTG1, ALAS1, RPL31, NCF4, DBI, RPL10A, RPL9, MRPL33, PIGX, FCRLA, ZFP36, KRTCAP2, RPS19, RGS1, RPL36AL, RAC2, CTSH, ACADM, RPS11, B2M, JUNB, TMSB10, RAB8A, NDEL1, RPS9, RPS6, H2AFV, CYBA, APRT, EEF1A1, PSMA4, IRF2, ADPRH, TAGLN2, RPL27, PFN1, RPL29, GAPDH, PPIA, VPS28, SELPLG, COX5A, GNAI2, CLN5, ATP5L, CCL5, PSAP, CCL3, RPL18, MCL1, CD74, NDUFA7, PKM2, PSMB8, KLF6, LRG1, STK17B, POU2AF1, RPL27A, DEGS1, MAN2B1, EIF3F
27	POLR2A_small intestine_mm9	1.20e-10	-1.53	29.35	APP, MIDN, RPL32, HIBADH, RPL34, RAB3D, NCF4, ARHGAP4, GPI1, LASP1, ZFP36, PSTPIP1, KRTCAP2, RASSF5, ATP6V1E1, PGLYRP1, B2M, RPS12, LYPLA2, CD52, RPS9, DUSP1, FOS, ATP1B1, RHOB, COX7A2L, MYL6, 2010107E04RIK, TYROBP, ARHGEF3, SLC25A5, PFDN5, GAPDH, H2-D1, VPS28, ARL8A, GSTP1, CXCR4, ZFP36L1, GNAI2, ATP5L, PLAC8, CD79B, CST3, SERPINB1A, CD74, EGR1, SEPT11, NDFIP1, CMTM6, LAPTM5, TBCA, PSMB9, HIGD2A, TSPAN14, ARPC3, GNB2, 2310009A05RIK, CDK2AP2, FOSB, DEGS1, TGFBI, CRLF3, ITM2B
28	RELA_GM12878_hg19	1.30e-09	-1.66	28.41	SELPLG, RPL31, NCF4, NEDD9, CXCR4, RCSD1, ZFP36L1, PLAC8, RGS1, CCL5, TMSB4X, CCL3, FFAR2, RPL18, CYTIP, B2M, JUNB, CD74, PKM2, RPS6, LAPTM5, G0S2, MMP9, SORL1, EEF1A1, MARCKS, KLF6, LRG1, SELL, IRF2, CD69, LCP1, PFN1, CLEC2D, ATF3
29	RCOR1_MEL cell line_mm9	2.68e-09	-1.68	27.81	LST1, ENO1, CD3D, ZFP36, GM2A, ALDH2, RPS6KA1, ARHGDIB, PGLYRP1, CLIC1, B2M, NDEL1, CPA3, ANXA2, DUSP1, LMO4, NME2, DOK2, PSMA4, CLEC4D, IL1B, CDC42EP3, IRF2, LTB, HCST, PRR13, ATP6V0E, GRN, CBFB, RPN2, GLO1, HDC, MGST2, CCL9, SERF2, MCTS1, CD74, NDFIP1, CMTM6, NDUFA1, LAPTM5, DSTN, PSMB8, DHRS7, ARHGAP30, SELL, DEGS1, MAN2B1, PI16, CRLF3, ITM2B, MYO1F
30	NELFE_K562_hg19	2.69e-09	-1.68	27.78	EGR1, RPS9, NDUFA7, BTG1, DUSP1, RPS6, FOS, RPL10A, ACTB, EEF1A1, KLF6, LDHA, TMSB4X, RPL27A, PTPN6, P4HB, JUNB, B2M, RPL39, GAPDH, RPS13, RPS12
31	SPI1_K562_hg19	1.61e-09	-1.63	27.76	NDUFA13, BTG1, ARPC1B, NCF4, RPL9, PIK3CG, ACTB, RPS19, GM2A, RPL36AL, OSTF1, RPS11, ATP6V1E1, CAMP, RPS13, CAP1, PSENEN, LYPLA2, CD52, SEPX1, RPS6, EMP3, VAV1, RAB32, MYL6, BOLA2, IRF2, ERP29, BTK, RPL27, PRKD2, PRTN3, LCP1, PFDN5, GRN, RPN2, ATP1A1, IQGAP1, PRDX5, RPS3, NCKAP1L, MCL1, MCTS1, PTPN18, NDUFA7, RAB27A, ARPC5, OSTM1, ARPC3, PTPN6, LRP10, MYD88
32	JUND_CH12.LX_mm9	5.07e-09	-1.71	27.33	ZFAND3, ARPC1B, ATP2A3, HBB-B1, LRMP, LITAF, PIK3CG, GLIPR1, LBH, LGALS1, RPL36AL, ARHGDIB, CASP1, CLIC1, CD52, RPS9, DUSP1, LMO4, VAV1, RHOB, SCAMP2, MYL6, FCGR4, BTK, LTB, PFN1, HCST, H2-D1, ATP6V0E, GRN, SELPLG, GLO1, ZFP36L1, H2-DMB1, ADRBK1, MCL1, CD74, NAPSA, TMEM184B, NDFIP1, PSMB8, HIGD2A, POU2AF1, CALM3, CD69, P4HB, PLP2, LRP10, H2-AB1
33	POLR2A_spleen_mm9	8.36e-10	-1.53	26.86	RPL32, ZFAND3, NCF4, RCSD1, CD3D, LITAF, MRPL33, GPI1, PSTPIP1, LGALS1, SIRPA, ATP6V1E1, PGLYRP1, RPL39, LYPLA2, ACTN1, STX7, TALDO1, FOS, MIF, SCAMP2, DOK2, PSMA4, 2010107E04RIK, TYROBP, LY6D, LCP1, SLC25A5, RPL29, HCST, ARL8A, VPS28, ATP6V0E, SELPLG, GLO1, CDCA7, WAS, CST3, H2-DMB1, LRRC8D, NCKAP1L, MCTS1, EGR1, CD72, TMEM184B, SHFM1, NDUFA3, CMTM6, RAB27A, TBCA, SC4MOL, MARCKS, TSPAN14, ARPC3, GNB2, POU2AF1, CDK2AP2, 2310009A05RIK, TGFBI, DYNLRB1, EIF3F, MYD88
34	IRF1_K562_hg19	7.94e-10	-1.46	25.66	NDUFA13, MIDN, IFITM1, SAMD9L, IFITM2, RPL31, RPL34, RAB3D, RPL10A, ZFP36, KRTCAP2, LGALS1, RPS19, RPL36AL, RPS6KA1, COTL1, MYEOV2, OSTF1, RPS11, ATP6V1E1, JUNB, TMSB10, RPL39, B2M, RPS13, RPS12, PDIA3, RPS9, LMO4, ACTN1, RPS6, STX7, TALDO1, CYBA, PGD, SCAMP2, MYL4, ACLY, DOK2, MYL6, SPATA13, BTK, TAGLN2, RPL29, VPS28, LY6E, VCP, GLO1, TWF2, GATA2, LDHA, TCTEX1D2, INPP5K, SERF2, S100A11, MCL1, TMEM184B, NDFIP1, SHFM1, HIGD2A, BCL6, ARPC3, MAN2B1, CALM3, DYNLRB1, HIBADH, ATP2A3, SLC2A3, ARRB2, SLC2A6, MRPL33, UBL5, LBH, BCL7A, ALDH2, CTSH, RAB8A, SSR4, H2AFV, FOS, APRT, RHOB, PSMA4, IRF2, SLC25A5, CD63, GRN, POMP, ATP1A1, COX5A, CLN5, CST3, RPS3, CSK, CKB, RNF130, PTPN18, NDUFA7, SEPT11, PKM2, PSMB8, PPP1CA, DHRS7, LRG1, OSTM1, STK17B, PTPN6, CRLF3
