	Term	p-value	z-score	CS	Related Genes
11	JUN_K562_hg19	3.01e-16	-1.57	49.07	PANK4, ISCA1, RPL3, TFRC, POP4, EIF4A3, IRS2, BACH2, ACTB, RPS15, RABGEF1, TBK1, FTH1, PIM3, JUNB, RPS13, RNF44, MBNL1, CIRBP, ATP1B3, ZCRB1, MIF, GTPBP4, MORF4L1, MORF4L2, CCDC86, TXNIP, RPL24, MATR3, RPL27, XIST, UBA52, ATF3, ATF4, STXBP2, STK4, SAMSN1, ZFP36L1, RAP1B, SOCS3, UBB, DHX38, SLC38A2, SKIL, TBC1D15, HSPA9, PLK3, PRNP, CDT1, UVRAG, CD164, NAPSA, H3F3B, GADD45A, CHCHD10, MLL5, CCT6A, EIF5, BCL6, RPS29, UBE2O, HBP1, RPS24, AHCTF1, CLIC4, BTG1, ZFAND2A, CETN3, SLC2A1, TNFAIP3, USE1, CD3D, HERPUD1, ALAD, LBH, ZNRD1, UBL3, EMD, SRGN, KLF13, IFNGR1, ELOVL5, PLAUR, VPS37B, JOSD2, YWHAZ, GNL3, IMPACT, ELF1, POLR1D, STRAP, CEBPB, OAT, WBP2, RPL12, ATP1A1, RELA, PPP2CB, TMEM66, TRA2A, MKNK2, LMNA, RABAC1, LAPTM5, SLC25A37, KLF7, KLF6, KLF9, FOSB, EIF3F
12	RELA_GM12878_hg19	1.31e-14	-1.73	48.02	PRR7, CXCR5, NEDD9, TNFAIP3, CXCR4, DENND3, SMG7, SAMSN1, ZFP36L1, ZC3H12D, SNN, ZNRD1, UBB, CCL5, NFKBIZ, MKNK2, HIST1H3H, CYTIP, TNFRSF4, SKIL, SNX8, JUNB, SRGN, CD74, UVRAG, EGR2, LMO2, LAPTM5, MLL5, SORL1, GNL3, NFKBIA, ELF1, KLF6, FCHSD2, IRF1, REL, MYH9, CD69, NFKBID, ATF3
13	JUN_CH12.LX_mm9	5.12e-14	-1.78	47.42	EIF4A1, ISCA1, CD82, TCF25, PPP1R10, ZFAND2A, D16ERTD472E, ATP2A3, TNFAIP3, LRMP, HBA-A1, CD3E, LITAF, ZNRD1, LBH, UBL3, GPR171, NFKBIZ, CASP1, ARIH2, CTLA4, CCR6, MAP4K1, SRGN, MBNL1, WSB1, VPS37B, IRF4, LCK, ATF3, ARF6, CD274, SH2D2A, H2-M3, ATP10D, CXCR5, DENND3, ZFP36L1, H2-DMB2, SRR, DHX38, SKIL, PLK3, PRNP, CD74, NAPSA, H2-EB1, STAT3, MLL5, LSM4, CD2, NFKBIA, SLC25A37, KLF7, KLF6, EIF5, REL, CD69, LRP10, EIF3D
14	BCL11A_GM12878_hg19	5.50e-13	-1.86	45.54	EIF4A1, BTG1, DGKA, CXCR4, SAMSN1, USE1, ACTB, ZFP36L1, HERPUD1, SNN, UBB, FTH1, NFKBIZ, ARIH2, HIST1H3H, PIM3, CCR7, CCR6, SKIL, SNX8, JUNB, HIST1H1C, SRGN, CDV3, CD74, CD164, NAPSA, WSB1, KLF13, CHKA, H3F3B, IFNGR1, STAT3, LAPTM5, MLL5, YWHAZ, NFKBIA, PTP4A2, ELF1, RILPL2, RPS29, IRF4, LCK, REL, MYH9, MATR3, NFKBID, ATF3
15	ZMIZ1_MEL cell line_mm9	2.21e-14	-1.65	45.3	EIF4A1, BTG1, RPL32, CD81, PPP1R10, SLC2A1, IRS2, LITAF, ACTB, HERPUD1, RNF19A, FTH1, ARIH2, TBC1D10C, PIM3, HIST2H3C1, JUNB, HIST1H1C, SRGN, WSB1, KLF13, ARRDC3, ATP1B3, GNL3, HIST2H3B, POLR1D, TXNIP, SNORA65, SQSTM1, ATF4, DDX6, CEBPB, GGNBP2, OAT, H2-DMA, RPL12, ADRB2, ZFP36L1, SRR, UBB, DDRGK1, LMNA, HIST1H3H, SLC38A2, MLL1, EGR1, GCH1, H3F3B, CHKA, GADD45A, NFKBIA, KLF7, KLF6, STK17B, STT3B
16	TAL1_MEL cell line_mm9	2.71e-14	-1.64	44.82	PANK4, H2-T23, AHCTF1, ISCA1, ALAS2, TFRC, CD82, PPP1R10, CETN3, AKAP8L, NRM, ATP2A3, HBB-B2, 1810064F22RIK, HBB-B1, LRMP, SLC4A1, ARHGAP4, AQP1, RABGEF1, UBL3, UROD, FTH1, RNF19A, HIST2H3C1, CTSE, NDEL1, SRGN, UNC45A, MBNL1, IFNGR1, LMO2, ARRDC3, F2R, VPS37B, YWHAZ, NISCH, PTP4A1, ELF1, HIST2H3B, PRKAR1A, TXNIP, UBA52, CD274, GYPA, WBP2, H2-DMA, CXCR4, THY1, ADRB2, SAMSN1, GNA13, UGCG, H2-DMB2, SRR, CNR2, PUF60, LMNA, SKIL, TBC1D15, EGR3, MAP3K1, GADD45A, LAPTM5, IRGM1, MLL5, GADD45G, CCT6A, RNF145, PDCD4, UBE2O, SERINC1, LRP10
17	GATA1_G1E-ER4_mm9	3.69e-15	-1.54	44.58	PANK4, ISCA1, RPL3, TFRC, POP4, NRM, HBB-B2, HBB-B1, SLC4A1, BZW2, ETS2, RABGEF1, TBK1, UROD, GPR171, RPL39, HMGN1, CD97, MBNL1, WSB1, LMO2, NISCH, HIST2H3B, PRKAR1A, TXNIP, MATR3, CD274, GYPA, 1810026B05RIK, GGNBP2, CUL3, STXBP2, ADRB2, SAMSN1, UGCG, STIP1, UBB, DHX38, HIST1H3H, MARK2, TBC1D15, HSPA9, CDT1, GADD45A, IRGM1, MLL5, LSM4, GADD45G, EIF5, ARPC3, RPS29, RANBP10, UBE2O, HBP1, HNRNPC, LRP10, AHCTF1, CLIC4, DYRK3, PPP1R10, TCF25, AKAP8L, CETN3, HBA-A1, SMG7, HERPUD1, UBL3, FAM102A, HIST2H3C1, CTSE, NDEL1, KLF13, ELOVL5, VPS37B, JOSD2, YWHAZ, GNL3, PTP4A2, ELF1, LCK, DAD1, TAX1BP1, STRAP, TMBIM6, ARF6, WBP2, ATP1A1, RELA, GNA13, TMEM66, POLD1, LMNA, RABAC1, RPL19, CD74, MAP3K1, PLEKHA2, STAT3, LAPTM5, GM1821, RNF145, STK17B, PDCD4, EIF3D
18	SPI1_GM12878_hg19	1.97e-13	-1.7	43.12	EIF4A1, BTG1, ZFAND2A, EIF4A3, ATP2A3, LRMP, SMG7, GIMAP6, USE1, ARHGAP4, HERPUD1, RPS15, ZC3H12D, RABGEF1, FTH1, NFKBIZ, TBC1D10C, ARIH2, CCR7, CCR6, GRASP, RPS13, CSNK1G3, CDV3, MBNL1, F2R, GTPBP4, ELF1, RILPL2, PRKAR1A, IRF1, MYH9, RPL27, PRKD2, TMBIM6, PFDN5, CSNK1G2, ARF6, CD274, WBP2, NEDD9, ATP1A1, ADRB2, STK4, SAMSN1, RELA, ZFP36L1, UGCG, SOCS3, SNN, CNR2, SKIL, SNX8, HSPA8, UVRAG, CD74, CDT1, MAP3K1, LAPTM5, MLL5, SORL1, NFKBIA, EIF5, ARPC3, REL, HNRNPC, LRP10
19	TBP_CH12.LX_mm9	4.29e-13	-1.67	41.18	PANK4, CPM, H2-T23, EIF4A1, CD81, EIF4A3, ATP2A3, SLC2A1, GIMAP6, RPS15, ZNRD1, FAM102A, UROD, SESN1, CTLA4, PIM3, HMGN2, JUNB, RPL39, HIST1H1C, SRGN, CSNK1G3, WSB1, D8ERTD738E, MREG, H2-T10, HMHA1, MIF, ZCRB1, PLRG1, IMPACT, DAD1, IRF1, TXNIP, TMBIM6, ATF4, CD274, CEBPB, H2-Q6, NEDD9, H2-Q5, FOXO1, PUF60, CNR2, H2-DMB1, LMNA, HIST1H3H, RABAC1, SLC38A2, RPL19, EGR1, H3F3B, GCH1, IRGM1, KLF4, NFKBIA, SLC25A37, EIF5, ARPC3, STK17B, RANBP10, FOSB, HBP1, SERINC1, CD69
20	RELA_GM18505_hg19	4.29e-13	-1.66	41.0	RPL3, BTG1, CD83, POP4, AKAP8L, TNFAIP3, SMG7, USE1, ACTB, HERPUD1, ARHGAP4, RPS15, ZC3H12D, ZNRD1, RPL18A, SESN1, NFKBIZ, CYTIP, JUNB, TNFRSF4, HIST1H1C, SRGN, MAP4K1, CDV3, IFNGR1, PTP4A1, PTP4A2, FCHSD2, IRF4, IRF1, MORF4L2, RPL24, MYH9, RPL27, TMBIM6, LENG9, NEDD9, CXCR4, DENND3, STK4, SAMSN1, RELA, ZFP36L1, SNN, CCL5, MKNK2, HIST1H3H, SKIL, CD74, CD164, HSPA8, STAT3, LAPTM5, MLL5, SORL1, NFKBIA, KLF6, EIF5, RPS29, STK17B, REL, HNRNPC, CD69, NFKBID, RPS24
21	ETS1_CH12.LX_mm9	1.32e-12	-1.72	40.76	EIF4A1, CLIC4, CD83, BTG1, TFRC, LDB1, CD81, TCF25, ZFAND2A, NRM, BZW2, ETS1, UROD, CTLA4, CCR7, PIM3, CCR6, EMD, RPL39, MAP4K1, MBNL1, ST6GAL1, H2-T10, TPM4, RSAD2, IFNGR1, ELOVL5, F2R, HMHA1, EMP1, VPS37B, GNL3, RASA1, TAX1BP1, MYH9, STRAP, RPL27, PRKD2, FCER2A, SH2D2A, H2-Q6, AW549877, LENG9, CXCR5, H2-Q5, NEDD9, SAMSN1, SOCS3, SNN, TRA2A, LMNA, SNX8, TBC1D15, CDT1, CHKB, GCH1, GADD45A, IRGM1, NTAN1, BCL6, ARPC3, LRP10, NFKBID, EIF3D
22	RELA_GM18526_hg19	1.89e-12	-1.74	40.71	RPL3, BTG1, CD83, TFRC, NEDD9, TNFAIP3, RELA, ACTB, HERPUD1, ZFP36L1, ARHGAP4, RPS15, ZC3H12D, NFKBIZ, MKNK2, PIM3, HIST1H3H, JUNB, SKIL, HIST1H1C, SRGN, MAP4K1, CD74, HSPA8, CD164, UVRAG, LMO2, MLL5, SORL1, NFKBIA, KLF6, FCHSD2, IRF4, IRF1, RANBP10, REL, MYH9, CD69, NFKBID
23	NELFE_K562_hg19	1.20e-11	-1.71	37.13	EGR1, HSPA8, RPL3, BTG1, H3F3B, TFRC, GADD45A, RPL12, ODC1, CIRBP, MLL5, ACTB, HERPUD1, KLF6, EIF5, FTH1, MKNK2, HIST1H3H, STT3B, JUNB, RPL39, RPS13, ATF4, HIST1H1C
24	EP300_GM12878_hg19	6.91e-13	-1.52	36.96	EIF4A1, TFRC, RPL32, IRS2, BZW2, ACTB, RPS15, RABGEF1, RPL18A, UROD, SESN1, GPR171, TBC1D10C, PIM3, JUNB, CSNK1G3, RNF44, MREG, WSB1, HMHA1, WBP11, RPL24, TXNIP, CCDC86, RPL27, XIST, UBA52, ATF3, DDX6, HVCN1, SH2D2A, STK4, SAMSN1, STIP1, UBB, DHX38, HIST1H3H, SLC38A2, SKIL, TBC1D15, HSPA9, PLK3, CDT1, CD164, EGR1, GADD45A, CHCHD10, MLL5, LSM4, NFKBIA, EIF5, BCL6, ARPC3, RPS29, NFKBID, RPS24, DAZAP2, CLIC4, LDB1, TCF25, AKAP8L, CETN3, TNFAIP3, HERPUD1, ARHGAP4, UBL3, LBH, ZNRD1, NFKBIZ, CYTIP, HIST1H1C, MAP4K1, UNC45A, SRGN, ELOVL5, IFNGR1, PLRG1, VPS37B, YWHAZ, PTP4A2, ELF1, FCHSD2, RILPL2, DAD1, LCK, RASA1, TAX1BP1, OAT, RPL12, ATP10D, ODC1, CXCR5, CXCR4, NEDD9, ATP1A1, PPP2CB, PUF60, MKNK2, LMNA, RABAC1, RPL19, CD74, PLEKHA2, STAT3, SLC25A37, KLF6, STK17B, PDCD4, FOSB, CD69, EIF3D
25	USF1_myocyte_mm9	1.17e-11	-1.67	36.38	DAZAP2, EIF4A1, RPL3, PPP1R10, CETN3, TNFAIP3, IRS2, LITAF, ALAD, FAM134B, TBK1, UROD, CYTIP, HMGN2, NDEL1, HMGN1, CDV3, D8ERTD738E, ELOVL5, PLAUR, VPS37B, GNL3, TPST2, PTP4A1, E130102H24RIK, PRKAR1A, CCDC86, TXNIP, MATR3, ATF4, ARF6, WBP2, AW549877, H2-DMA, CUL3, STK4, GNA13, SNN, NUAK2, SNX2, UBB, SNX8, SLC38A2, TBC1D15, RPL19, HSPA9, CD164, UVRAG, EGR2, STAT3, IRGM1, LSM4, GADD45G, PER1, RNF145, KLF6, BCL6, KLF9, SERINC1, HBP1, EIF3F, STT3B
26	TAF7_K562_hg19	2.81e-11	-1.66	34.85	DDX6, AHCTF1, RPL3, TFRC, RPL32, CETN3, ODC1, THY1, SAMSN1, ETS2, ACTB, ARHGAP4, RPS15, TRA2A, HIST1H3H, HMGN2, SLC38A2, JUNB, RPS13, HMGN1, HIST1H1C, HSPA8, EGR1, CSNK1G3, H3F3B, ARRDC3, MLL5, PTP4A1, KLF6, MATR3, RPL27, HBP1, CD69, EIF3D, RPS24, ATF4
27	TAF1_MCF-7_hg19	1.34e-11	-1.58	34.14	DAZAP2, EIF4A1, CLIC4, RPL3, BTG1, TFRC, CETN3, SLC2A1, BZW2, USE1, ETS2, RPS15, RABGEF1, FAM102A, FTH1, JUNB, RPL39, RPS13, HIST1H1C, UNC45A, CSNK1G3, WSB1, ARRDC3, ATP1B3, RASA1, IRF1, RPL24, MYH9, RPL27, TMBIM6, UBA52, PFDN5, ARF6, ATF4, DDX6, OAT, RPL12, UGCG, UBB, TMEM66, LMNA, TRA2A, HIST1H3H, SLC38A2, CHKA, H3F3B, GCH1, GADD45A, CCT6A, KLF6, EIF5, BCL6, STK17B, RANBP10, HNRNPC, RPS24
28	POLR2A_endothelial cell of umbilical vein_hg19	3.63e-12	-1.49	33.98	ISCA1, TFRC, RPL32, CD81, POP4, EIF4A3, IRS2, BZW2, BACH2, RPS15, RABGEF1, RPL18A, UROD, FTH1, RNF19A, PIM3, JUNB, RPL39, RPS13, HMGN1, KPNA1, CSNK1G3, MBNL1, TPM4, HMHA1, ZCRB1, GTPBP4, NGFRAP1, SPATA13, RPL24, PRKD2, RPL27, UBA52, ATF4, DDX6, GGNBP2, BRI3, STXBP2, ADRB2, STK4, SAMSN1, RAP1B, SOCS3, UGCG, SNX2, PLCG2, DHX38, SKIL, TBC1D15, HSPA9, UVRAG, CD164, PLK3, EGR3, CHKA, CHCHD10, GADD45G, CCT6A, EIF5, RPS29, REL, SERINC1, HBP1, HNRNPC, RPS24, CLIC4, DYRK3, LDB1, TCF25, ZFAND2A, CETN3, SLC2A1, USE1, LBH, ZNRD1, NDEL1, UNC45A, SRGN, PLRG1, GNL3, DAD1, IRF1, STRAP, PFDN5, OAT, RPL12, ATP10D, ODC1, CXCR4, DENND3, GNA13, PPP2CB, PUF60, MKNK2, RPL19, GCH1, KLF4, HS3ST1, PER1, RNF145, STK17B, PDCD4, FOSB, CD69, EIF3D
29	TCF3_myocyte_mm9	2.62e-11	-1.59	33.48	CLIC4, AHCTF1, BTG1, RPL3, CD82, TCF25, IRS2, ACTB, FAM134B, RPL18A, UROD, RNF19A, FTH1, HMGN2, JUNB, CD97, CDV3, MEF2C, MREG, KLF13, TPM4, IFNGR1, CIRBP, TPST2, PTP4A2, ELF1, FCHSD2, PRKAR1A, MORF4L2, SQSTM1, ATF3, ATF4, CEBPB, 1810026B05RIK, AW549877, H2-DMA, ODC1, ATP1A1, RELA, ZFP36L1, RAP1B, GNA13, UGCG, SNN, LMNA, EGR1, PLK3, EGR2, MAP3K1, CHKA, H3F3B, GADD45A, MLL5, GADD45G, RNF145, KLF7, PER1, KLF6, EIF5, KLF9, LRP10
30	JUND_CH12.LX_mm9	1.62e-10	-1.7	33.18	ISCA1, CLIC4, TCF25, PPP1R10, ZFAND2A, ATP2A3, HBB-B2, HBB-B1, LRMP, CD3E, LITAF, HERPUD1, ZNRD1, LBH, GPR171, CASP1, CTLA4, CCR6, CTSE, SRGN, WSB1, ELOVL5, IRF4, IRF1, SQSTM1, ARF6, CD274, H2-DMA, CUL3, H2-M3, CXCR5, ZFP36L1, H2-DMB2, SRR, UBB, H2-DMB1, DHX38, SKIL, TBC1D15, PRNP, CD74, NAPSA, H2-EB1, STAT3, MLL5, GADD45G, EIF5, CD69, LRP10
31	POLR2A_bone marrow macrophage_mm9	1.17e-11	-1.51	32.89	CPM, CLIC4, BTG1, RPL32, D16ERTD472E, SMG7, ACTB, HERPUD1, ALAD, RPS15, LBH, UROD, JUNB, GRASP, HIST1H1C, UNC45A, WSB1, IFNGR1, ARRDC3, CIRBP, ATP1B3, ZCRB1, VPS37B, ELF1, IRF4, IRF1, POLR1D, TXNIP, CCDC86, SQSTM1, UBA52, 1810026B05RIK, ATP10D, STXBP2, CXCR4, ADRB2, ATP1A1, STK4, ZFP36L1, NUAK2, SNX2, LMNA, TRA2A, PLCG2, HIST1H3H, SLC38A2, SNX8, CD164, HSPA8, PRNP, MAP3K1, H3F3B, GCH1, GADD45A, LAPTM5, KLF2, GADD45G, RNF145, ARPC3, STK17B, FOSB, EIF3F
32	CREB1_ECC-1_hg19	1.03e-10	-1.63	32.22	EIF4A1, ISCA1, RPL3, BTG1, TFRC, POP4, ZFAND2A, BACH2, RABGEF1, UBL3, ZNRD1, ARIH2, JUNB, EMD, RPS13, NDEL1, WSB1, IFNGR1, VPS37B, ZCRB1, WBP11, GTPBP4, GNL3, MORF4L1, RPL24, CCDC86, STRAP, RPL27, PRKD2, UBA52, ARF6, RPL12, ATP1A1, RAP1B, UBB, TMEM66, TRA2A, DHX38, RABAC1, SKIL, SLC38A2, TBC1D15, HSPA9, CD74, CHKA, H3F3B, CCT6A, PER1, SLC25A37, BCL6, RPS29, UBE2O, SERINC1, EIF3F, EIF3D
33	EGR1_HCT116_hg19	6.97e-11	-1.58	31.84	PANK4, CLIC4, DYRK3, RPL3, TFRC, SLC2A1, TNFAIP3, BZW2, USE1, LITAF, BACH2, HERPUD1, ALAD, UBL3, FAM102A, RNF19A, HMGN2, EMD, HMGN1, KPNA1, CD97, KLF13, TPM4, IFNGR1, CIRBP, PLAUR, VPS37B, TGFBR2, PTP4A1, PTP4A2, IMPACT, FCHSD2, RASA1, MYH9, MATR3, UBA52, CD274, GGNBP2, ATP1A1, UGCG, STIP1, DHX38, SKIL, MARK2, HSPA8, CD164, MAP3K1, GCH1, NTAN1, KLF2, RNF145, REL, HBP1, LRP10, NFKBID, RPS24
34	MEF2A_GM12878_hg19	4.44e-10	-1.65	30.57	CD274, RPL3, DGKD, TFRC, NEDD9, ACTB, ZFP36L1, CCL5, RNF19A, NFKBIZ, MKNK2, CCR6, SKIL, JUNB, HIST1H1C, CDV3, CD74, CD164, MBNL1, NAPSA, EGR2, LMO2, MLL5, KLF2, PTP4A1, NFKBIA, KLF7, PER1, KLF6, REL, TXNIP, RPL24, MYH9, FOSB, MATR3, EIF3F, SQSTM1, ATF3
