	Term	p-value	z-score	CS	Related Genes
11	FLI1_ChIP-Seq_HPC-7_Mouse	7.56e-27	-1.3	73.58	TNFRSF13B, ARL6IP1, RPL31, RPLP1, NCF4, GIMAP1, DBI, ETFB, ARRB2, RPL10A, MPO, MRPL33, EEF1B2, RPS14, FTL1, TMSB4X, 2310036O22RIK, NPTN, H2-OB, SIRPA, CD52, RPS9, GPX1, HIST1H2AI, SSR4, GPX4, IMP3, RNASE6, DUSP6, 2310014H01RIK, EEF1G, PLA2G15, 0910001L09RIK, FCGR4, 1810006K21RIK, S100A6, PRTN3, VDAC1, RPL29, AURKAIP1, PRR13, ANAPC13, POMP, PLD4, MGST2, MRPL12, CENPA, PSMB10, CLN5, CCL9, TMEM208, NDUFV2, NADK, MCL1, TIMM8B, NDUFA7, RPL41, 3110001D03RIK, ARPC5, AI467606, HIGD2A, PPP1CA, SFRS1, CYBASC3, ALOX5AP, OCIAD1, ZYX, 2310016M24RIK, MYO1F
12	MYB_ChIP-Seq_ERMYB_Mouse	5.22e-20	-1.76	72.86	SAMD9L, TNFAIP8, ALAS1, RPL31, MGST2, GLRX, ETFB, PYGL, MRPL12, IFI30, MPO, FGD2, PLAC8, CCL9, ZFP36, SIRPA, OSTF1, NADK, MCL1, 1810033B17RIK, NFE2, NUP210, GPX4, H2AFY, DUSP1, OSM, RAB27A, DUSP6, APRT, CYBASC3, DOK3, SLPI, SELL, FCGR4, ALOX5AP, ZYX, RNF181, PTPN6, DEGS1, VDAC1, MYO1F
13	MYC_ChIP-ChIP_MESC_Mouse	3.47e-18	-1.87	70.17	ANAPC13, VCP, RPL31, RPLP1, CDCA7, ATP5C1, ATP5G3, ATP5G2, ATP5L, FGD2, EEF1B2, RPS4X, ATP5B, RPS14, ZFP36, TUBB5, RPL36AL, 2310036O22RIK, SUMO2, RNPEP, RPS3, RPS2, RPS11, RPS12, NDUFA7, RPL41, RPS9, TPI1, GPX1, RPS8, 2010001M09RIK, RPS5, 2700094K13RIK, RPL13A, UTP11L, 3300001P08RIK, COX6C, UQCR, NME1, EEF1A1, EEF1G, RPS26, RPS25, COX7A2L, RPL27A, VDAC1, RPL29, PPIA
14	ESRRB_ChIP-Seq_MESC_Mouse	1.84e-18	-1.75	66.44	MTCH1, NDUFB8, ALAS1, HIBADH, CBFB, YWHAB, MRPS33, LST1, ATP5C1, MRPL36, GLRX, DBI, ETFB, ATP5G3, MRPL12, ATP5G2, COX5A, UQCRH, PIGX, CD79B, ATP5B, LGALS3, RASSF5, THEM2, PSAP, SIRPA, NDUFV2, CTSB, TMEM14C, NDUFA9, 1810033B17RIK, TPI1, GPX4, 1110020P15RIK, NDUFA3, NDUFA2, COX6C, UQCR, ATP5J2, 6720456B07RIK, COX7A2L, 2010107E04RIK, OSTM1, VDAC1, UQCRC2, 2310016M24RIK, CNIH4, ITM2B
15	CCND1_ChIP-ChIP_RETINA_Mouse	1.01e-18	-1.7	65.54	TNFAIP8, RPLP1, 1190017O12RIK, 2610039C10RIK, DBI, ETFB, ATP5G2, HIST2H2AC, EEF1B2, UBL5, FTL1, KRTCAP2, TUBB5, ALDH2, 2310036O22RIK, VPS35, RPS12, PSENEN, RPS9, TPI1, DUSP1, H2AFZ, RPS5, 2700094K13RIK, TALDO1, FOS, 3300001P08RIK, NUDT16L1, DUSP6, SAP30, DNAJC7, ERH, ANAPC13, COPB2, GRN, VCP, CDCA7, PRCP, ACAA1A, CENPA, PSMB10, GSPT1, GABARAP, ATP5L, ATP5B, PSAP, RNF130, 1500032L24RIK, 1110020P15RIK, NDUFA2, HIGD2A, SFRS1, CYBASC3, RPS25, MARCKS, D10ERTD641E, GNB2, LCN2, CDK2AP2
16	STAT4_ChIP-ChIP_TH1  _Mouse	1.30e-13	-2.31	63.37	IFITM3, CBFB, WDR1, GIMAP1, ETFB, CORO1A, GABARAP, HIST2H2AC, PIGX, UBE2L3, PLAC8, C3, CCL9, ZFP36, 2010107H07RIK, RASSF5, NDUFV2, B2M, MCL1, IFITM6, CTSB, PSENEN, CD52, SEMA4A, HIST1H2AO, TPI1, NUP210, HIST1H2AH, HIST1H2AK, NDUFA3, OSM, NSMCE1, RAB27A, CYBA, FOS, LOC546015, PSMB8, PSMB9, 2310014H01RIK, RPS25, IFI27, BOLA2, LCN2, PRTN3, PTPN6, LY6A, UQCRC2, CNIH4
17	ZFX_ChIP-Seq_MESC_Mouse	1.05e-23	-1.27	62.72	ALAS1, HIBADH, ARL6IP1, YWHAB, RPLP1, ATP5C1, CIB1, MRPL36, RPL10A, ATP5G2, HIST2H2AC, UBE2L3, PIGX, RPS14, HINT1, TUBB5, LAMP1, 2310036O22RIK, RNPEP, NPTN, VPS35, RPS11, RPS12, CTSB, SEC13, TPI1, NUP210, H2AFY, HIST1H2AK, RPS5, SSR3, SSU72, CYBA, UTP11L, NUDT16L1, AKR1A4, ATP5J2, EEF1A1, ERH, VDAC1, UQCRC2, RPL29, SLC25A5, PPIA, ARL8A, LY6E, VCP, NDUFB8, CBFB, GLO1, CDCA7, ACAA1A, MRPL12, COX5A, GSPT1, PSMA7, HSP90B1, ATP5L, CLN5, ATP5B, PSAP, EIF4H, RPS3, RPS2, NDUFV2, SERF2, MCL1, TXNDC5, CCDC56, 1110020P15RIK, SHFM1, COX6C, ATOX1, PPP1CA, SFRS1, RPL27A, OCIAD1, CDK2AP2, DEGS1, DYNLRB1, 2310016M24RIK, ITM2B
18	MYC_ChIP-Seq_MESC_Mouse	3.58e-16	-1.8	59.65	CBFB, ARL6IP1, RPL31, RPLP1, MRPS33, CDCA7, ATP5C1, RPL10A, ATP5G2, MRPL33, EEF1B2, ATP5B, RPS14, HINT1, LAMP1, RPL36AL, 2310036O22RIK, RPS3, VPS35, RPS2, MCL1, RPS12, RPS9, MRPS24, RPS8, RPS5, 3300001P08RIK, MRPL23, SFRS1, NME1, ATP5J2, EEF1A1, EEF1G, RPS25, DNAJC7, RPL27A, SFXN1, DEGS1, RPL29, PPIA, LY6E
19	ERG_ChIP-Seq_HPC-7_Mouse	9.82e-22	-1.29	58.29	IFITM2, GIMAP1, MRPL36, RPL10A, HIST2H2AC, MRPL33, EEF1B2, LAMP1, 2310036O22RIK, SIRPA, HIST1H2AF, CHCHD1, CTSB, HIST1H2AI, GPX4, HIST1H2AH, IMP3, HIST1H2AK, RPS5, TALDO1, NUDT16L1, 1810027O10RIK, EEF1G, 0910001L09RIK, FCGR4, 1810006K21RIK, ERP29, PRTN3, MAPRE1, EIF1B, ARL8A, ANAPC13, COPB2, GRN, CBFB, CDCA7, PLD4, CENPA, GABARAP, FGD2, PSAP, TMEM208, POLR2J, MCL1, SEC11C, TIMM8B, MCTS1, NDUFA7, RAB27A, ARPC5, MRPL23, AI467606, HIGD2A, 6720456B07RIK, OSTM1, ALOX5AP, OCIAD1, SFXN1, DYNLRB1, 2310016M24RIK, CNIH4
20	SOX2_ChIP-Seq_MESC_Mouse	2.75e-21	-1.3	57.57	IFITM3, IFITM1, IFITM2, WDR1, MRPL36, ATP5G2, IFI30, HIST2H2AC, UBL5, RPS14, FTL1, TUBB5, ALDH2, SUMO2, HIST1H2AD, SIRPA, HIST1H2AF, OSTF1, RPS11, IFITM6, CTSB, HIST1H2AO, RPS9, TPI1, HIST1H2AN, MRPS24, HIST1H2AI, H2AFY, GPX4, DUSP1, HIST1H2AH, H2AFZ, RPS8, HIST1H2AK, RPS5, RPL13A, FOS, UQCR, DUSP6, SAP30, NME1, EEF1G, EEF1A1, DNAJC7, BOLA2, CHI3L1, VDAC1, ADNP, RPL29, GAPDH, LY6E, PRR13, VCP, NDUFB8, POMP, PRCP, ACAA1A, CFP, COX5A, CENPA, GSPT1, GABARAP, CLN5, CST3, P2RY5, THEM2, NDUFV2, POLR2J, MCL1, MCTS1, 1110020P15RIK, COX6C, PRSS34, RPS26, MARCKS, ALOX5AP, SFXN1, PTPN6, CNIH4
21	CHD1_ChIP-ChIP_MESC_Mouse	8.64e-15	-1.9	57.27	ANAPC13, NDUFB8, IFITM2, WDR1, RPL31, RPLP1, MRPS33, MRPL36, ETFB, ATP5G2, CENPA, COX5A, UQCRH, GSPT1, ATP5L, HINT1, TUBB5, TMSB4X, SUMO2, RPS3, LOC100041725, RPS12, NDUFA9, TIMM8B, RPS9, 2700094K13RIK, DUSP6, PPP1CA, RPS26, RPL27A, GNB2, RNF181, ITM2B
22	VDR_ChIP-Seq_THP-1_Human	2.71e-17	-1.55	55.15	RPLP1, NCF4, MRPL36, MRPL12, RPL10A, CORO1A, COX5A, MPO, HSP90B1, FGD2, ZFP36, TMSB4X, RPS6KA1, SIRPA, NADK, CAMP, RPS12, NFE2, FCER1G, GPX1, NUP210, GPX4, ANXA3, NDUFA3, OSM, RAB27A, NUDT16L1, HNRNPAB, APRT, EEF1A1, MARCKS, LRG1, DOK3, IFI27, DNAJC7, GNB2, S100A6, ZYX, PGP, CDK2AP2, PTPN6, IRF5, PRTN3, LY6E
23	CEBPB_ChIP-Seq_MC3T3_Mouse	1.02e-20	-1.26	54.19	TNFAIP8, WDR1, RPL31, 2610039C10RIK, MRPL36, ATP5G3, RPL10A, RPS4X, UBL5, RPS14, ZFP36, HINT1, LGALS1, RPL36AL, TMSB4X, 2310036O22RIK, MYEOV2, OSTF1, IFITM6, RPS12, TMEM14C, RPS9, FCER1G, MRPS24, DUSP1, IMP3, 2700094K13RIK, CYBA, FOS, DUSP6, ATP5J2, SAP30, RBX1, 2310014H01RIK, 2010107E04RIK, BOLA2, PGP, ERP29, ERH, SLC25A5, RPL29, NDUFB8, GSTP1, A930005H10RIK, CFP, PSMB1, PSAP, POLR2G, S100A11, NDUFA7, 1500032L24RIK, NDUFA2, RAB27A, PSMB8, SFRS1, RPS26, RPS25, CDK2AP2, RNF181, CLEC2D
24	SFPI1_ChIP-Seq_HPC-7_Mouse	8.42e-22	-1.14	51.55	YWHAB, RPL31, NCF4, GIMAP1, ARRB2, EEF1B2, KRTCAP2, HINT1, LAMP1, NPTN, SIRPA, B2M, TMEM14C, HIST1H2AI, ANXA2, SSR4, IMP3, SSU72, TALDO1, FOS, DUSP6, RBX1, 2310014H01RIK, EEF1G, 0910001L09RIK, TYROBP, FCGR4, LTB4R1, BOLA2, PGP, PRTN3, IRF5, VDAC1, MAPRE1, AURKAIP1, ARL8A, PRR13, ANAPC13, COPB2, CBFB, CDCA7, PLD4, MRPL12, COX5A, GABARAP, FGD2, TMEM208, SERF2, MCL1, SEC11C, TIMM8B, NDUFA7, ARPC5, MRPL23, AI467606, PSMB8, PPP1CA, SFRS1, 6720456B07RIK, OSTM1, ALOX5AP, ZYX, SFXN1, PTPN6, 2310016M24RIK, MYO1F, CNIH4
25	POU5F1_ChIP-Seq_MESC_Mouse	9.85e-22	-1.08	48.76	IFITM3, MTCH1, IFITM1, IFITM2, WDR1, RPL31, MRPL36, ATP5G2, IFI30, HIST2H2AC, RPS4X, EEF1B2, RPS14, ZFP36, FTL1, KRTCAP2, HINT1, TUBB5, ALDH2, RPS6KA1, 2310036O22RIK, HIST1H2AD, SIRPA, HIST1H2AF, OSTF1, RPS11, PRKACB, IFITM6, 1810033B17RIK, HIST1H2AN, GPX1, MRPS24, H2AFY, GPX4, DUSP1, H2AFZ, RPS8, HIST1H2AK, RPS5, RPL13A, FOS, PGD, UQCR, DUSP6, SAP30, NME1, EEF1A1, COX7A2L, DNAJC7, CHI3L1, ERH, VDAC1, ADNP, RPL29, GAPDH, LY6E, GRN, NDUFB8, POMP, CDCA7, PLD4, NEDD8, CFP, MRPL12, COX5A, CENPA, GSPT1, GABARAP, PLAC8, CST3, ATP5B, PRDX4, P2RY5, THEM2, RPS3, RPS2, NDUFV2, POLR2J, MCL1, RPL41, 1110020P15RIK, COX6C, SFRS1, HIGD2A, CYBASC3, RPS26, TSPAN14, LCN2, SFXN1, PTPN6, CLEC2D
26	KLF4_ChIP-ChIP_MESC_Mouse	1.12e-15	-1.52	48.6	TRUB2, ANAPC13, IFITM1, IFITM2, ARL6IP1, RPL31, CDCA7, NEDD8, ETFB, IFI30, COX5A, NUP160, GABARAP, CST3, LGALS3, RPS14, KRTCAP2, PRDX5, ZFP36, HINT1, P2RY5, PRDX4, TUBB5, SUMO2, HIST1H2AD, HIST1H2AF, RPS2, RPS11, MCL1, HIST1H2AO, GPX1, HIST1H2AI, ANXA2, RPL13A, DYNLL1, DUSP6, APRT, EEF1A1, RPS26, GNB2, BOLA2, PTPN6, IRF5, SLC25A5, GAPDH, ARL8A, CNIH4, PRR13
27	CUX1_ChIP-ChIP_MULTIPLE HUMAN CANCER  TYPES_Human	1.13e-10	-2.27	47.92	RPL31, F13A1, CIB1, ATP5G3, IFI30, PIK3CG, HIST2H2AC, RPS4X, UBL5, ZFP36, HINT1, RNPEP, ARHGDIB, RPS11, B2M, RPS12, MRPS24, HIST1H2AH, H2AFZ, ANXA3, RPS8, SSR3, EEF1A1, SLPI, S100A6, CHI3L1, UQCRC2, C1QB, COPB2, VCP, MRPS33, CDCA7, PRCP, GLRX, UQCRH, NUP160, PLAC8, ATP5B, PRDX5, P2RY5, PSMB1, CCL3, POLR2L, TIMM8B, NDUFA7, SHFM1, NDUFA2, RAB27A, COX6C, LYZ, ATOX1, PSMB9, SFRS1, MARCKS, SELL, POU2AF1
28	TTF2_ChIP-Seq_HELA_Human	6.82e-17	-1.32	45.76	WDR1, ARL6IP1, RPL31, RPLP1, MRPS33, RPL10A, CENPA, GSPT1, CLN5, RPS4X, RPS14, PRDX5, ZFP36, LAMP1, RPL36AL, EIF4H, NPTN, RPS3, RPS2, RPS11, PRKACB, MCL1, RPS12, NDUFA7, RPL41, RPS9, TPI1, GPX1, MRPS24, DUSP1, RPS8, H2AFZ, SSU72, HNRNPAB, DUSP6, SFRS1, ATP5J2, EEF1A1, EEF1G, POU2AF1, RPL27A, PGP, UQCRC2, RPL29, AURKAIP1, GAPDH, EIF1B
29	XRN2_ChIP-Seq_HELA_Human	1.03e-16	-1.31	44.72	TRUB2, WDR1, ARL6IP1, RPL31, MRPS33, RPL10A, CENPA, HSP90B1, UBE2L3, RPS4X, ATP5B, RPS14, KRTCAP2, SUMO2, POLR2G, RPS2, B2M, SERF2, POLR2L, RPS12, NDUFA7, RPL41, RPS9, TPI1, DUSP1, IMP3, RPS8, H2AFZ, RPS5, NDUFA2, SSU72, RPL13A, H2AFV, UTP11L, HNRNPAB, APRT, HIGD2A, NME1, EEF1A1, RPS26, COX7A2L, RPL27A, CDK2AP2, RPL29, GAPDH, EIF1B, PPIA
30	NR1H3_ChIP-Seq_ATHEROSCLEROTIC-FOAM_Human	7.32e-13	-1.72	44.48	SLC46A3, C1QB, GLO1, MRPS33, NCF4, MRPL36, DBI, ATP5G3, MRPL12, IFI30, FCRLA, CD79B, CCL3, OSTF1, BRD3, NUP210, DUSP1, PGD, RAB32, ALOX5AP, ERH, TGFBI, AURKAIP1, S100A9, S100A8, LY6E
31	SPI1_ChIP-Seq_NB4_Human	7.23e-23	-0.91	43.38	TNFAIP8, IFITM1, ALAS1, IFITM2, ARL6IP1, YWHAB, LST1, NCF4, CIB1, PYGL, ARRB2, MPO, PIK3CG, HINT1, LGALS1, LAMP1, RASSF5, RPS6KA1, ARHGDIB, RNPEP, SH3BGRL3, OSTF1, RPS11, B2M, CAMP, CD52, FCER1G, DUSP1, IMP3, RNASE6, TALDO1, CYBA, FOS, DUSP6, RAB32, TYROBP, DOK3, DNAJC7, IL1B, ERP29, PRTN3, IRF5, ADNP, AURKAIP1, EIF1B, S100A9, S100A8, C1QB, POMP, PLD4, GLRX, PRCP, CFP, CORO1A, NUP160, GABARAP, FGD2, PSAP, RPS3, POLR2G, S100A11, MCL1, TIMM8B, MCTS1, RPL41, NDUFA7, NDUFA2, OSM, ARPC5, LYZ, PSMB8, HIGD2A, CYBASC3, RPS25, LRG1, GNB2, RPL27A, ALOX5AP, PTPN6, ITM2B
32	NR0B1_ChIP-ChIP_MESC_Mouse	7.26e-14	-1.54	43.15	TNFAIP8, GRN, IFITM1, IFITM2, 1190017O12RIK, ATP5C1, PLD4, ATP5G3, CFP, COX5A, ATP5L, CST3, RPS14, ATP5B, ZFP36, SUMO2, PSAP, SIRPA, ACADM, PGLYRP1, NDUFV2, NADK, SERF2, MCL1, CTSB, TMEM14C, 1810033B17RIK, TIMM8B, HIST1H2AN, DUSP1, 1110020P15RIK, 2700094K13RIK, FOS, UTP11L, COX6C, AI467606, MMP9, DUSP6, RPS26, 6720456B07RIK, CDK2AP2, VDAC1, SLC25A5, GAPDH, 2310016M24RIK
33	IRF8_ChIP-ChIP_J774_Mouse	3.93e-10	-2.12	42.35	GRN, LYZS, CDCA7, 2610039C10RIK, PLD4, PRCP, TREM3, PSMB10, PSMB8, NUP160, FTL1, LAMP1, ERP29, IRF5, CHI3L4, IFITM6, CTSB
