	Term	p-value	z-score	CS	Related Genes
11	Mp0005000 Abnormal Immune Tolerance 	1.23e-07	-2.21	28.07	MAP4K1, CD274, CD74, H2-T23, GADD45A, IFNGR1, DGKA, H2-DMA, CXCR4, FOXO1, NFKBIA, SOCS3, CD1D1, ELF1, STK17B, IRF1, REL, PDCD4, CASP1, CTLA4, CCR7, CCR6, CD69, JUNB
12	Mp0000703 Abnormal Thymus Morphology 	7.24e-08	-1.6	21.0	PRNP, KLF13, GADD45A, SATB1, CHD7, STAT3, CXCR4, CD3G, CD3E, STK4, MLL5, ETS1, CD3D, RELA, NFKBIA, BCL6, LCK, DAD1, IRF1, POLD1, LMNA, CTLA4, CCR7, HIST1H1C
13	Mp0002148 Abnormal Hypersensitivity Rea 	4.68e-07	-1.71	19.48	CD74, CEBPB, CD83, CD81, H2-DMA, LAPTM5, GADD45G, CCL5, TAX1BP1, FCER2A, CCR7, CCR6, TNFRSF4
14	Mp0005025 Abnormal Response To 	1.01e-06	-1.77	19.1	CD274, H2-T23, CEBPB, CD81, H2-DMA, H2-M3, CD3G, SERPINB1A, TBK1, CASP1, CCR6, SCD1, CD97, PRNP, CD74, ST6GAL1, IFNGR1, STAT3, PLAUR, IRGM1, MIF, MLL5, NFKBIA, IRF4, IRF1, REL
15	Mp0002080 Prenatal Lethality 	5.33e-10	-1.05	18.81	ALAS2, AHCTF1, TFRC, LDB1, CHD7, SLC2A1, ETS1, USE1, ACTB, ETS2, AQP1, TBK1, UROD, FTH1, NFKBIZ, JUNB, HIST1H1C, NDEL1, HMGN1, MEF2C, LMO2, PLRG1, TGFBR2, GNL3, MORF4L1, PRKAR1A, DAD1, RASA1, B3GNT5, TAX1BP1, RPL24, MYH9, CCDC86, STRAP, XIST, ARF6, CEBPB, CUL3, ODC1, CXCR4, ATP1A1, RELA, FOXO1, ZFP36L1, GNA13, RAP1B, SOCS3, UGCG, SNX2, NUAK2, POLD1, SKIL, MARK2, MLL1, CHKA, STAT3, LSM4, KLF2, HOPX, KLF6, ARPC3, HNRNPC
16	Mp0001845 Abnormal Inflammatory Respons 	2.98e-06	-1.7	16.7	CEBPB, TNFAIP3, LITAF, RELA, FOXO1, RABGEF1, SOCS3, CD1D1, TBK1, FTH1, CASP1, PLCG2, CTLA4, CCR7, CCR6, SCD1, JUNB, MARK2, EGR1, ST6GAL1, GADD45A, IFNGR1, STAT3, F2R, PLAUR, MIF, NTAN1, NFKBIA, BCL6, NFKBID
17	Mp0002019 Abnormal Tumor Incidence 	6.72e-06	-1.84	16.61	CEBPB, DGKD, STK4, ETS2, FOXO1, ACTB, NUAK2, POLD1, CYTIP, SKIL, JUNB, HMGN1, MLL1, EGR1, PLK3, MAP3K1, IFNGR1, GADD45A, STAT3, LMO2, MIF, TGFBR2, LASS2, PRKAR1A, IRF1, PDCD4, TXNIP
18	Mp0005621 Abnormal Cell Physiology 	6.39e-07	-1.46	16.29	CEBPB, MAP3K1, GADD45A, ZFAND2A, F2R, STAT3, IRS2, USE1, GADD45G, NFKBIA, DAD1, PRKAR1A, FTH1, TAX1BP1, REL, CASP1, RPL24, TXNIP, MYH9, CCR7, HMGN1
19	Mp0009763 Increased Sensitivity To 	1.93e-06	-1.51	15.41	MLL1, PRNP, MAP3K1, IFNGR1, STAT3, F2R, TNFAIP3, SLC4A1, CD3E, MLL5, RELA, FTH1, IRF1, CASP1, TXNIP, MYH9, SKIL, HMGN1
20	Mp0009931 Abnormal Skin Appearance 	1.04e-05	-1.49	13.03	ALAS2, CEBPB, TFRC, LMO2, STAT3, HBB-B1, SLC4A1, HBA-A1, KLF4, NFKBIA, GNA13, MORF4L1, SOCS3, KLF6, TBK1, LMNA, NFKBIZ, SCD1, CTSE, JUNB
21	Mp0002419 Abnormal Innate Immunity 	7.80e-06	-1.4	12.56	EGR1, ST6GAL1, CD81, IFNGR1, HVCN1, H2-M3, STAT3, PLAUR, ADRB2, MLL5, NFKBIA, SERPINB1A, CNR2, IRF1, CASP1, TAX1BP1, PDE4B, FCER2A, CCR6, CD69, SQSTM1
22	Mp0000249 Abnormal Blood Vessel 	3.54e-05	-1.6	12.29	EGR1, CLIC4, MAP3K1, IFNGR1, F2R, ATP2A3, CXCR4, IRS2, SORL1, ETS1, AQP1, MORF4L1, CD1D1, IRF1, CTLA4
23	Mp0002086 Abnormal Extraembryonic Tissu 	7.19e-06	-1.26	11.4	ALAS2, LDB1, TFRC, CUL3, ETS2, FOXO1, ZFP36L1, GNA13, UGCG, SOCS3, POLD1, JUNB, HIST1H1C, MEF2C, IFNGR1, LMO2, F2R, KLF2, TGFBR2, KLF6, DAD1, PRKAR1A, RASA1, MYH9, XIST
24	Mp0001853 Heart Inflammation 	4.32e-05	-1.41	10.63	MAP3K1, BCL6, PLAUR, TAX1BP1, CTLA4, RELA
25	Mp0005384 Cellular Phenotype 	2.85e-05	-1.21	9.54	CEBPB, MAP3K1, GADD45A, ZFAND2A, STAT3, IRS2, USE1, GADD45G, NFKBIA, DAD1, PRKAR1A, ARPC3, FTH1, TAX1BP1, REL, CASP1, RPL24, TXNIP, MYH9, CCR7, XIST, HMGN1
26	Mp0001697 Abnormal Embryo Size 	5.43e-05	-1.24	9.05	CUL3, STAT3, LMO2, F2R, SLC2A1, ETS2, KLF2, HS3ST1, TGFBR2, ZFP36L1, UGCG, MORF4L1, SOCS3, PRKAR1A, DAD1, RASA1, REL, RPL24, XIST, MARK2, HIST1H1C
27	Mp0004883 Abnormal Blood Vessel 	1.75e-04	-1.33	8.31	EGR1, MAP3K1, IRF1, F2R, IRS2, SORL1
28	Mp0003763 Abnormal Thymus Physiology 	3.04e-04	-1.34	7.71	KLF13, LCK, DGKA, STAT3, NFKBID, ETS1, FOXO1
29	Mp0001216 Abnormal Epidermal Layer 	4.03e-04	-1.39	7.68	STAT3, TNFAIP3, KLF4, RELA, NFKBIA, RABGEF1, MORF4L1, TBK1, NFKBIZ, LMNA, REL, SCD1, CTSE
30	Mp0004947 Skin Inflammation 	7.69e-04	-1.38	6.76	NFKBIA, TBK1, NFKBIZ, TAX1BP1, PLCG2, CTSE, JUNB
31	Mp0001243 Abnormal Dermal Layer 	8.75e-04	-1.38	6.67	RABGEF1, EGR1, TBK1, LMNA, TNFAIP3, SCD1, CTSE
32	Mp0000266 Abnormal Heart Morphology 	2.16e-04	-1.04	6.3	LDB1, TFRC, CHD7, CXCR4, SLC4A1, RELA, FOXO1, ZFP36L1, GNA13, LMNA, CTLA4, MARK2, HIST1H1C, EGR1, MEF2C, MAP3K1, LMO2, PLAUR, PLRG1, HOPX, KLF2, TGFBR2, MORF4L1, BCL6, PRKAR1A, RASA1, TAX1BP1, STRAP, TXNIP
33	Mp0002083 Premature Death 	1.67e-04	-0.99	6.2	CEBPB, LDB1, H2-DMA, TNFAIP3, IRS2, ACTB, FOXO1, RELA, POLD1, LMNA, PLCG2, CTLA4, JUNB, HIST1H1C, MLL1, CD74, PRNP, EGR1, EGR2, GADD45A, LMO2, STAT3, PLRG1, NTAN1, NFKBIA, BCL6, PRKAR1A, IRF1, B3GNT5, PDCD4, TAX1BP1, PFDN5
34	Mp0002169 No Abnormal Phenotype 	1.46e-05	-0.71	6.04	DAZAP2, CEBPB, CD83, LDB1, ODC1, IRS2, THY1, STK4, USE1, FOXO1, ETS2, RELA, SOCS3, UGCG, SNX2, UROD, MKNK2, LMNA, CTLA4, PIM3, CCR6, JUNB, TNFRSF4, CD97, PRNP, PLK3, MEF2C, ST6GAL1, EGR2, STAT3, MIF, KLF4, KLF2, TGFBR2, GADD45G, CD2, NFKBIA, ELF1, PRKAR1A, MORF4L2, IRF1, MYH9, TXNIP, XIST
35	Mp0002925 Abnormal Cardiovascular Devel 	3.61e-04	-1.08	6.03	EGR1, MEF2C, CLIC4, IFNGR1, CHD7, F2R, LMO2, PLAUR, CXCR4, ETS1, FOXO1, ETS2, ZFP36L1, TGFBR2, GNA13, KLF6, PRKAR1A, RASA1, STRAP, MYH9, RPL24, HIST1H1C
36	Mp0000350 Abnormal Cell Proliferation 	8.38e-04	-1.25	6.03	CD74, CEBPB, GADD45A, MIF, PLRG1, ETS1, ZFP36L1, GNL3, MORF4L1, KLF6, REL, SKIL, ATF4, HMGN1
37	Mp0002060 Abnormal Skin Morphology 	1.05e-03	-1.29	6.0	TBK1, LMNA, NFKBIZ, SCD1, KLF4, JUNB, RELA
38	Mp0002873 Normal Phenotype 	1.59e-05	-0.71	5.96	DAZAP2, CEBPB, CD83, LDB1, ODC1, IRS2, THY1, STK4, USE1, FOXO1, ETS2, RELA, SOCS3, UGCG, SNX2, UROD, MKNK2, LMNA, CTLA4, PIM3, CCR6, JUNB, TNFRSF4, CD97, PRNP, PLK3, MEF2C, ST6GAL1, EGR2, STAT3, MIF, KLF4, KLF2, TGFBR2, GADD45G, CD2, NFKBIA, ELF1, PRKAR1A, MORF4L2, IRF1, MYH9, TXNIP, XIST
39	Mp0010771 Integument Phenotype 	1.33e-03	-1.32	5.89	DGKD, TBK1, GADD45A, LMNA, NFKBIZ, SCD1, KLF4, JUNB, RELA, ETS2, HMGN1
40	Mp0001340 Abnormal Eyelid Morphology 	1.88e-03	-1.32	5.56	EGR2, MAP3K1, EGR3, DGKD, PRKAR1A, SATB1, NFKBIZ, SCD1, MLL5, ATF4
41	Mp0003795 Abnormal Bone Structure 	2.70e-03	-1.43	5.56	EGR1, EGR2, CEBPB, MEF2C, CD81, IFNGR1, STAT3, HBB-B1, ADRB2, RELA, PER1, PRKAR1A, LMNA, JUNB, SQSTM1, ATF4
42	Mp0000858 Altered Metastatic Potential 	1.73e-03	-1.23	5.23	MAP3K1, IFNGR1, GADD45A, STAT3, CASP1, HMGN1
43	Mp0000001 Mammalian Phenotype 	5.31e-09	-0.33	5.1	CD83, DGKD, TFRC, IRS2, SLC4A1, ETS1, ETS2, ACTB, AQP1, RABGEF1, TBK1, UROD, FTH1, PIM3, JUNB, TNFRSF4, HMGN1, CD97, MEF2C, ST6GAL1, MBNL1, MREG, F2R, MIF, PRKAR1A, MORF4L2, TXNIP, RPL24, XIST, ATF4, CD274, THY1, ADRB2, STK4, FOXO1, ZFP36L1, SOCS3, UGCG, SNX2, MARK2, MLL1, PRNP, PLK3, EGR1, EGR2, EGR3, CHKB, GADD45A, NTAN1, MLL5, HOPX, GADD45G, NFKBIA, BCL6, ARPC3, DAZAP2, CLIC4, LDB1, ZFAND2A, CHD7, SLC2A1, TNFAIP3, USE1, CD1D1, NFKBIZ, PDE4B, CTLA4, CCR7, CCR6, SCD1, IFNGR1, PLRG1, TGFBR2, ELF1, IRF4, DAD1, IRF1, B3GNT5, TAX1BP1, MYH9, FCER2A, PFDN5, CEBPB, SATB1, ODC1, CXCR4, ATP1A1, RELA, GNA13, MKNK2, LMNA, STAT3, KLF4, SORL1, KLF2, HS3ST1, CD2, KLF7, PER1, PDCD4, CD69
44	Mp0000609 Abnormal Liver Physiology 	1.39e-03	-1.14	5.03	EGR1, CEBPB, CHKA, TFRC, ELOVL5, IFNGR1, STAT3, PLAUR, TNFAIP3, RELA, TGFBR2, SOCS3, BCL6, FTH1, TXNIP, SCD1, MARK2
45	Mp0002136 Abnormal Kidney Physiology 	3.11e-03	-1.27	4.87	MEF2C, CEBPB, LDB1, GADD45A, CXCR4, TNFAIP3, SLC4A1, IRS2, CD1D1, CASP1, PLCG2, TXNIP, SCD1, JUNB, MARK2
46	Mp0004957 Abnormal Blastocyst Morpholog 	1.87e-03	-1.14	4.81	AHCTF1, ARPC3, DAD1, CUL3, POLD1, GNL3, NDEL1
47	Mp0008469 Abnormal Protein Level 	2.74e-03	-1.11	4.33	EGR1, CEBPB, IFNGR1, STAT3, F2R, PLAUR, IRGM1, MIF, SAMSN1, NFKBIA, SERPINB1A, TBK1, BCL6, FTH1, IRF1, CASP1, CTSE, JUNB
48	Mp0002972 Abnormal Cardiac Muscle 	3.17e-03	-1.05	4.05	MEF2C, MAP3K1, LMNA, TXNIP, SLC4A1, ATP1A1, PLRG1, ACTB, HOPX
49	Mp0003091 Abnormal Cell Migration 	3.01e-03	-1.05	4.04	MAP3K1, PRKAR1A, STAT3, CASP1, MYH9, CCR7
50	Mp0001784 Abnormal Fluid Regulation 	2.95e-03	-1.01	3.89	TFRC, F2R, CHD7, CXCR4, SLC4A1, KLF4, ETS1, FOXO1, HOPX, KLF2, AQP1, MORF4L1, TBK1, NFKBIZ, PLCG2, SCD1, ARF6
51	Mp0003448 Altered Tumor Morphology 	4.66e-03	-1.06	3.82	PLK3, CEBPB, MAP3K1, STAT3, CASP1, SKIL, ETS2
52	Mp0003077 Abnormal Cell Cycle 	3.93e-03	-0.99	3.7	EGR1, GADD45A, CUL3, REL, RPL24, PLRG1, MIF, GNL3, HMGN1
53	Mp0005164 Abnormal Response To 	3.57e-03	-0.97	3.65	EGR1, MAP3K1, IRF1, F2R, IRS2, SORL1
54	Mp0009785 Altered Susceptibility To 	3.77e-03	-0.92	3.44	NFKBIA, CD97, SERPINB1A, TBK1, IFNGR1, CASP1
55	Mp0002166 Altered Tumor Susceptibility 	1.56e-03	-0.79	3.43	IFNGR1, IRF4, PDCD4, KLF4
56	Mp0005636 Abnormal Mineral Homeostasis 	6.24e-03	-0.97	3.32	PRNP, ALAS2, CEBPB, TFRC, IFNGR1, FTH1, HBB-B1, TXNIP, SLC4A1
57	Mp0001191 Abnormal Skin Condition 	7.72e-03	-1.0	3.26	NFKBIA, MORF4L1, EGR1, TBK1, GADD45A, POLD1, NFKBIZ, SCD1, JUNB, HMGN1
58	Mp0000598 Abnormal Liver Morphology 	4.77e-03	-0.87	3.13	MLL1, EGR1, CUL3, LMO2, STAT3, PLAUR, RELA, KLF2, SOCS3, MORF4L1, CD1D1, KLF6, TBK1, FTH1, REL, CTLA4, TXNIP, ARF6, ATF4
59	Mp0001614 Abnormal Blood Vessel 	2.93e-03	-0.81	3.11	EGR1, MEF2C, CLIC4, IFNGR1, F2R, CHD7, LMO2, PLAUR, CXCR4, ETS1, FOXO1, KLF2, ETS2, ZFP36L1, TGFBR2, GNA13, MORF4L1, KLF6, CD1D1, RASA1, RPL24, MYH9, STRAP, HIST1H1C
60	Mp0002128 Abnormal Blood Circulation 	4.07e-03	-0.84	3.1	F2R, CHD7, CXCR4, ETS1, KLF2, RELA, HOPX, RAP1B, GNA13, SNX2, TBK1, RASA1, FTH1, TAX1BP1, PLCG2, ARF6
61	Mp0002405 Respiratory System Inflammati 	6.00e-03	-0.88	3.05	SOCS3, SERPINB1A, EGR1, BCL6, CTLA4, RELA, ATF3, MARK2
62	Mp0003984 Embryonic Growth Retardation 	4.91e-03	-0.83	2.98	MEF2C, TFRC, LDB1, F2R, SLC2A1, ACTB, KLF2, FOXO1, TGFBR2, ZFP36L1, GNA13, DAD1, PRKAR1A, MYH9
63	Mp0002084 Abnormal Developmental Patter 	5.37e-03	-0.8	2.85	MLL1, LDB1, CUL3, STAT3, LMO2, CHD7, UGCG, PRKAR1A, DAD1, RASA1, MYH9, STRAP, HNRNPC, JUNB, HIST1H1C
64	Mp0002088 Abnormal Embryonic Growth/Wei 	5.98e-03	-0.78	2.71	MEF2C, TFRC, LDB1, SLC2A1, ACTB, KLF2, FOXO1, TGFBR2, ZFP36L1, GNA13, DAD1, PRKAR1A, MYH9, JUNB
65	Mp0000313 Abnormal Cell Death 	4.21e-03	-0.72	2.67	CEBPB, TFRC, CUL3, LMO2, STAT3, USE1, RELA, KLF2, ZFP36L1, GNL3, BCL6, DAD1, RASA1, FTH1, CASP1, RPL24, HMGN1, HIST1H1C
66	Mp0003699 Abnormal Female Reproductive 	6.68e-03	-0.77	2.62	MLL1, EGR1, CEBPB, CLIC4, ELOVL5, IFNGR1, GADD45A, STAT3, CHD7, IRS2, MLL5, PER1, UBB, LMNA, SCD1, MARK2, ATF4
67	Mp0009643 Abnormal Urine Homeostasis 	1.23e-02	-0.88	2.51	PER1, CD1D1, OAT, LDB1, GADD45A, STAT3, TXNIP, SLC4A1, JUNB, MARK2, AQP1
68	Mp0005390 Skeleton Phenotype 	1.52e-02	-0.93	2.5	SOCS3, CEBPB, CD1D1, IFNGR1, IRF1, LMNA, REL, CXCR4, CD69, JUNB
69	Mp0001835 Abnormal Antigen Presentation 	5.08e-03	-0.66	2.35	MAP4K1, CD74, CD1D1, H2-DMA, CCR6
70	Mp0000759 Abnormal Skeletal Muscle 	1.07e-02	-0.77	2.27	MEF2C, MBNL1, CEBPB, CHKB, EGR3, LMNA, HBB-B1, CXCR4, HBA-A1, EMD, RELA
71	Mp0002006 Tumorigenesis 	3.34e-03	-0.56	2.16	IFNGR1, IRF4, PDCD4, KLF4
72	Mp0002085 Abnormal Embryonic Tissue 	4.87e-03	-0.59	2.14	MLL1, AHCTF1, MEF2C, EGR2, LDB1, TFRC, LMO2, CHD7, STAT3, F2R, KLF2, FOXO1, ZFP36L1, UGCG, PRKAR1A, DAD1, ARPC3, RASA1, POLD1, STRAP, MYH9, NDEL1, HIST1H1C
73	Mp0010768 Mortality/Aging 	3.23e-03	-0.53	2.04	CLIC4, CEBPB, SATB1, CHD7, TNFAIP3, SLC4A1, ATP1A1, ETS1, RELA, FOXO1, ACTB, AQP1, RABGEF1, TBK1, LMNA, PDE4B, MARK2, EGR2, MEF2C, EGR3, F2R, STAT3, PLRG1, NTAN1, MLL5, HS3ST1, NFKBIA, KLF7, PER1, BCL6, B3GNT5, XIST, PFDN5, ATF4
74	Mp0001533 Abnormal Skeleton Physiology 	2.01e-02	-0.81	2.03	SOCS3, CD1D1, IFNGR1, IRF1, CXCR4, CD69, JUNB
75	Mp0008932 Abnormal Embryonic Tissue 	9.40e-03	-0.65	2.0	AHCTF1, DAD1, POLD1, ODC1, STAT3, CHD7
76	Mp0005376 Homeostasis/Metabolism Phenot 	1.42e-02	-0.72	1.98	EGR1, RABGEF1, MAP3K1, IRF1, F2R, REL, IRS2, ADRB2, SORL1
77	Mp0005620 Abnormal Muscle Contractility 	1.54e-02	-0.62	1.68	MEF2C, MAP3K1, LMNA, TXNIP, SLC4A1, ATP1A1, PLRG1, ACTB, HOPX
78	Mp0001672 Abnormal Embryogenesis/ Devel 	1.31e-02	-0.59	1.67	MEF2C, TFRC, LDB1, F2R, SLC2A1, ACTB, KLF2, FOXO1, TGFBR2, ZFP36L1, GNA13, DAD1, PRKAR1A, MYH9, XIST
79	Mp0005380 Embryogenesis Phenotype 	1.31e-02	-0.58	1.63	MEF2C, TFRC, LDB1, F2R, SLC2A1, ACTB, KLF2, FOXO1, TGFBR2, ZFP36L1, GNA13, DAD1, PRKAR1A, MYH9, XIST
80	Mp0004811 Abnormal Neuron Physiology 	1.63e-02	-0.57	1.52	MLL1, EGR2, SRR, FTH1, STAT3, F2R, PLAUR, CASP1, PLRG1, RELA, NDEL1
81	Mp0001790 Abnormal Immune System 	2.08e-02	-0.53	1.32	CD274, BCL6, IRF4, IRF1, FCER2A, MARK2
82	Mp0005387 Immune System Phenotype 	2.08e-02	-0.51	1.28	CD274, BCL6, IRF4, IRF1, FCER2A, MARK2
83	Mp0010155 Abnormal Intestine Physiology 	2.88e-02	-0.53	1.21	F2R, STAT3, CASP1, TNFAIP3, NFKBID, RELA, FOXO1
84	Mp0005501 Abnormal Skin Physiology 	1.68e-02	-0.44	1.17	DGKD, GADD45A, SCD1, KLF4, HMGN1
85	Mp0003953 Abnormal Hormone Level 	1.97e-02	-0.39	0.98	EGR1, CEBPB, STAT3, IRS2, ATP1A1, ADRB2, KLF4, ACTB, FOXO1, TPST2, PER1, SOCS3, UBB, PRKAR1A, LMNA, TXNIP, SCD1, MARK2, ATF4
86	Mp0002998 Abnormal Bone Remodeling 	2.44e-02	-0.4	0.96	PER1, CEBPB, IFNGR1, ADRB2, SQSTM1, JUNB
87	Mp0001731 Abnormal Postnatal Growth 	2.18e-02	-0.36	0.89	MLL1, EGR1, EGR2, SATB1, STAT3, SLC4A1, MLL5, ETS1, RELA, ACTB, AQP1, NFKBIA, TPST2, BCL6, UBB, LMNA, TAX1BP1, SCD1, MARK2, ATF4
