	Term	p-value	z-score	CS	Related Genes
11	USF1_C2C12_mm9	2.35e-13	-1.66	41.3	MTCH1, YWHAB, RPLP1, MRPL36, CIB1, DBI, ARRB2, IFI30, FTL1, KRTCAP2, TUBB5, LAMP1, ALDH2, NPTN, VPS35, RPS11, CTSB, GPX1, DUSP1, HIST1H2AH, H2AFZ, 2700094K13RIK, RPL13A, PGD, NME1, EEF1G, S100A6, VDAC1, ADNP, MAPRE1, EIF1B, GAPDH, ARL8A, ANAPC13, TRUB2, GRN, VCP, PRCP, COX5A, GABARAP, PSMB10, PSMA7, CLN5, ATP5L, HSP90B1, PRDX4, PSAP, EIF4H, POLR2G, SERF2, SEC11C, TXNDC5, NDUFA7, SEPT11, 1500032L24RIK, ARPC5, MRPL23, OSTM1, GNB2, RPL27A, ZYX, RNF181, DEGS1
12	MYC_MEL cell line_mm9	7.50e-13	-1.69	40.46	IFITM2, CIB1, MRPL36, DBI, ARRB2, ATP5G2, RPL10A, UBE2L3, EEF1B2, KRTCAP2, RPL36AL, OSTF1, RPS11, CHCHD1, RPS9, TPI1, SSR4, RPS8, IMP3, DUSP1, RPS5, SSU72, UTP11L, APRT, SAP30, NME1, EEF1A1, ERH, VDAC1, ADNP, RPL29, SLC25A5, AURKAIP1, ANAPC13, GLO1, POMP, A930005H10RIK, NEDD8, MRPL12, COX5A, GSPT1, CLN5, ATP5L, PRDX5, PRDX4, RPS3, EIF4H, RPS2, NDUFV2, POLR2L, MCTS1, RPL41, NDUFA7, NDUFA3, OSM, MRPL23, PSMB8, HIGD2A, RPS26, RPS25, EIF3I, SFXN1
13	TAF1_MCF-7_hg19	3.17e-13	-1.64	40.41	WDR1, ARL6IP1, RPL31, RPLP1, DBI, RPL10A, HIST2H2AC, UBE2L3, RPS4X, RPS14, RPL36AL, TMSB4X, SUMO2, HIST1H2AD, RPS11, RPS12, RPS9, SEC13, TPI1, HIST1H2AI, MRPS24, RPS8, HIST1H2AH, H2AFZ, DUSP1, IMP3, RPL13A, UTP11L, FOS, PGD, ATP5J2, APRT, COX6B1, EEF1G, EEF1A1, DNAJC7, ERH, RPL29, PPIA, PRR13, TRUB2, UQCRH, NUP160, ATP5B, POLR2G, RPS2, NDUFA9, NDUFA7, RPL41, NDUFA3, HNRNPAB, PPP1CA, CYBASC3, RPS26, RPS25, GNB2, RPL27A
14	SPI1_HL-60_hg19	1.12e-12	-1.68	39.65	ARL6IP1, YWHAB, POMP, NCF4, F13A1, CIB1, PRCP, PYGL, CFP, PIK3CG, GABARAP, FGD2, EEF1B2, LAMP1, ARHGDIB, PSAP, RPS3, TMEM208, SH3BGRL3, OSTF1, PGLYRP1, RPS11, B2M, CAMP, MCL1, MCTS1, TIMM8B, RPL41, FCER1G, NDUFA2, RNASE6, RAB27A, ARPC5, LYZ, MPEG1, NME1, HIGD2A, PLA2G15, RPS25, TYROBP, LRG1, IL1B, RPL27A, PRTN3, AURKAIP1, S100A9, S100A8
15	NELFE_K562_hg19	3.31e-12	-1.72	39.44	RPS9, NDUFA7, RPL41, TPI1, ARL6IP1, HIST1H2AI, H2AFZ, HIST1H2AH, DUSP1, RPLP1, FOS, RPL10A, HNRNPAB, HIST2H2AC, EEF1A1, TMSB4X, RPL27A, HIST1H2AD, PTPN6, RPS2, UQCRC2, B2M, GAPDH, RPS12
16	GATA1_G1E-ER4_mm9	1.39e-13	-1.54	38.97	SLC46A3, MTCH1, TNFAIP8, IFITM1, IFITM2, ARL6IP1, HIBADH, SLC40A1, ATP5C1, CIB1, MRPL36, ARRB2, ETFB, ATP5G3, RPL10A, IFI30, UBE2L3, MRPL33, EEF1B2, RPS4X, HINT1, FTL1, TUBB5, ARHGDIB, 2310036O22RIK, RPS6KA1, MYEOV2, HIST1H2AD, VPS35, B2M, TMEM14C, CTSB, SEC13, HIST1H2AO, GPX1, TPI1, HIST1H2AI, GPX4, ANXA2, HIST1H2AH, HIST1H2AK, RPS5, NSMCE1, RNASE6, SSU72, RPL13A, TALDO1, H2AFV, DYNLL1, SAP30, ATP5J2, RBX1, PLA2G15, COX7A2L, IL1B, LTB4R1, BOLA2, VDAC1, UQCRC2, MAPRE1, EIF1B, PRR13, ANAPC13, GRN, CBFB, GLO1, CDCA7, A930005H10RIK, PRCP, GLRX, GABARAP, UQCRH, PSMB10, EIF4H, TMEM208, RPS2, SEC11C, TXNDC5, NDUFA9, TIMM8B, NFE2, RPL41, NDUFA7, SIVA1, NDUFA3, OSM, 3110001D03RIK, AI467606, HNRNPAB, PPP1CA, RPS26, TSPAN14, OSTM1, RNF181, DEGS1, ITM2B
17	ZMIZ1_MEL cell line_mm9	1.14e-12	-1.64	38.79	ARL6IP1, RPLP1, SLC40A1, ATP5C1, PYGL, RPL10A, HIST2H2AC, UBL5, ZFP36, FTL1, LGALS1, TUBB5, ALDH2, RPL36AL, 2310036O22RIK, PIP4K2A, HIST1H2AD, SH3BGRL3, OSTF1, HIST1H2AF, BRD3, HIST1H2AO, HIST1H2AN, TPI1, GPX1, GPX4, HIST1H2AI, RPS8, DUSP1, HIST1H2AH, H2AFZ, HIST1H2AK, EEF1A1, SLC25A5, EIF1B, PPIA, GSTP1, POMP, CENPA, CLN5, PRDX5, PRDX4, RPS2, NDUFV2, MCL1, NDUFA7, HNRNPAB, PPP1CA, RPS25, OSTM1
18	SPI1_GM12878_hg19	3.03e-12	-1.68	38.42	ARL6IP1, YWHAB, NCF4, CIB1, ATP5G3, ARRB2, PIK3CG, EEF1B2, LAMP1, RPL36AL, SH3BGRL3, OSTF1, RPS11, B2M, CAMP, CTSB, RPS12, CD52, HIST1H2AI, ANXA2, MRPS24, HIST1H2AH, NSMCE1, RNASE6, TALDO1, CYBA, DYNLL1, MPEG1, PLA2G15, DOK3, TYROBP, BOLA2, ERP29, ANAPC13, CBFB, POMP, NEDD8, CFP, CORO1A, GABARAP, HSP90B1, FGD2, CD79B, PSAP, RPS3, CCL3, TMEM208, POLR2J, NADK, S100A11, MCL1, TIMM8B, RPL41, NDUFA2, ARPC5, PSMB8, HIGD2A, RPS25, SPCS1, RPL27A, ALOX5AP, PTPN6
19	RELA_GM18951_hg19	7.18e-12	-1.73	38.28	IFITM1, TNFAIP8, ALAS1, TNFRSF13B, ARL6IP1, RPLP1, NCF4, IFI30, MRPL33, HIST2H2AC, RPS4X, EEF1B2, UBL5, ZFP36, RPL36AL, TMSB4X, RPS11, CHCHD1, TMEM14C, RPS8, SSR3, NSMCE1, SSU72, UBE2E2, H2AFV, CYBA, APRT, ATP5J2, NME1, EEF1A1, EEF1G, DNAJC7, AURKAIP1, EIF1B, GAPDH, COPB2, GSTP1, MRPS33, NUP160, UQCRH, CD79B, ATP5B, PRDX5, CCL3, SEC11C, POLR2L, NDUFA9, RPL41, NDUFA7, NDUFA3, NDUFA2, ATOX1, CYBASC3, RPS26, LRG1, POU2AF1, EIF3I, DEGS1, PTPN6, CLEC2D
20	USF1_myocyte_mm9	7.18e-12	-1.68	37.19	MTCH1, RPL31, YWHAB, RPLP1, MRPL36, CIB1, DBI, IFI30, FTL1, KRTCAP2, TUBB5, LAMP1, ALDH2, NPTN, VPS35, RPS11, CHCHD1, CTSB, PSENEN, GPX1, DUSP1, H2AFZ, HIST1H2AH, 2700094K13RIK, RPL13A, PGD, NME1, EEF1G, S100A6, VDAC1, ADNP, MAPRE1, GAPDH, ANAPC13, TRUB2, GRN, VCP, A930005H10RIK, PRCP, COX5A, PSMB10, GABARAP, CLN5, ATP5L, PRDX4, PSAP, EIF4H, SERF2, SEC11C, TXNDC5, NDUFA7, SEPT11, 1500032L24RIK, ARPC5, MRPL23, OSTM1, GNB2, ZYX, RNF181, DEGS1
21	IRF1_K562_hg19	4.44e-13	-1.52	37.16	SLC46A3, IFITM3, IFITM1, SAMD9L, IFITM2, RPL31, ATP5C1, RPL10A, UBE2L3, ZFP36, KRTCAP2, LGALS1, LAMP1, RPL36AL, RPS6KA1, PIP4K2A, MYEOV2, OSTF1, RPS11, CHCHD1, B2M, TMEM14C, RPS12, RPS9, NUP210, HIST1H2AI, IMP3, RPS8, RPS5, NSMCE1, TALDO1, CYBA, PGD, COX6B1, ATP5J2, AURKAIP1, RPL29, LY6E, VCP, GLO1, PLD4, MRPL12, GABARAP, UQCRH, SERF2, S100A11, MCL1, RPL41, SIVA1, SHFM1, CYBASC3, HIGD2A, RPS26, RPS25, DYNLRB1, CNIH4, HIBADH, ARRB2, ATP5G3, MRPL33, RPS4X, UBL5, ALDH2, RNPEP, BRD3, SEC13, MRPS24, GPX4, SSR4, SSR3, RPL13A, H2AFV, FOS, DYNLL1, APRT, NME1, EEF1G, SLC25A5, TRUB2, GRN, NDUFB8, POMP, COX5A, PSMA7, PSMB10, CLN5, FGD2, CST3, PSMB1, RPS3, POLR2G, POLR2J, RNF130, NDUFA9, TIMM8B, NDUFA7, SEPT11, NDUFA2, PSMB8, PPP1CA, LRG1, OSTM1, EIF3I, PTPN6
22	MYC_CH12.LX_mm9	2.34e-12	-1.6	36.94	MTCH1, ARL6IP1, HIBADH, RPLP1, ETFB, ATP5G3, ARRB2, KRTCAP2, HINT1, ALDH2, RNPEP, ACADM, RPS11, CHCHD1, TMEM14C, PSENEN, CD52, NUP210, DUSP1, TALDO1, UTP11L, NUDT16L1, MPEG1, SLPI, VDAC1, AURKAIP1, PPIA, GAPDH, GSTP1, GLO1, MRPS33, POMP, CDCA7, MRPL12, CFP, COX5A, NUP160, CLN5, PSMB1, TMEM208, POLR2G, NDUFV2, S100A11, SERF2, SEC11C, POLR2L, TIMM8B, NDUFA7, RPL41, SIVA1, NDUFA2, OSM, COX6C, ATOX1, PSMB9, RPS25, 1810022K09RIK, EIF3I, DYNLRB1, CLEC2D, CNIH4
23	POLR2A_heart_mm9	2.34e-12	-1.58	36.57	SLC46A3, HIBADH, ETFB, ATP5G3, IFI30, UBE2L3, MRPL33, UBL5, FTL1, ZFP36, KRTCAP2, LGALS1, RASSF5, SEC13, HIST1H2AI, ANXA2, H2AFZ, DUSP1, HIST1H2AK, SSR3, RPL13A, UTP11L, FOS, APRT, RAB32, COX7A2L, 2010107E04RIK, TYROBP, DOK3, SLC25A5, GAPDH, NDUFB8, GSTP1, LYZ2, CORO1A, PSMA7, HSP90B1, CST3, ATP5B, PSMB1, EIF4H, POLR2G, S100A11, SEC11C, NDUFA9, MCTS1, SEPT11, 3110001D03RIK, AI467606, ATOX1, PSMB9, HIGD2A, RPS26, RPS25, TSPAN14, GNB2, ALOX5AP, CDK2AP2, RNF181, DEGS1, TGFBI
24	POLR2A_thymus_mm9	2.34e-12	-1.53	35.48	HIBADH, ATP5G3, HIST2H2AC, UBL5, HINT1, ZFP36, RPS6KA1, HIST1H2AD, MYEOV2, HIST1H2AF, CHCHD1, B2M, CD52, SEC13, RPS9, HIST1H2AI, MRPS24, IMP3, DUSP1, HIST1H2AK, SSR3, TALDO1, FOS, COX6B1, APRT, COX7A2L, 2010107E04RIK, PGP, ERH, SLC25A5, GAPDH, ARL8A, TRUB2, COPB2, NDUFB8, GSTP1, CDCA7, A930005H10RIK, NEDD8, CENPA, CORO1A, UQCRH, PSMA7, HSP90B1, CST3, PRDX4, PSMB1, POLR2G, NDUFV2, NDUFA9, MCTS1, SEPT11, SIVA1, AI467606, ATOX1, HIGD2A, MARCKS, ZYX, CDK2AP2, RNF181, DYNLRB1
25	TAF7_K562_hg19	2.05e-11	-1.66	35.48	WDR1, RPL31, RPLP1, HIST2H2AC, UBE2L3, RPS4X, RPS14, PSMB1, RPS3, HIST1H2AD, ACADM, RPS2, MCL1, POLR2L, RPS12, RPL41, NDUFA7, HIST1H2AI, RPS8, H2AFZ, DUSP1, HIST1H2AH, HIST1H2AK, RPL13A, FOS, HNRNPAB, ATP5J2, RPS26, EEF1G, EEF1A1, DNAJC7, RPL27A, ZYX, OCIAD1, RPL29
26	POLR2A_bone marrow_mm9	2.34e-12	-1.53	35.35	SLC46A3, IFITM3, NCF4, GIMAP1, CIB1, ETFB, IFI30, UBE2L3, FCRLA, FTL1, KRTCAP2, HINT1, RASSF5, SUMO2, MYEOV2, HIST1H2AD, HIST1H2AF, CHCHD1, SEC13, MRPS24, SSR3, FOS, NUDT16L1, COX6B1, SAP30, RAB32, DOK3, 2010107E04RIK, ERH, EIF1B, S100A8, LTF, PRR13, GSTP1, PLD4, GLRX, ACAA1A, CENPA, UQCRH, PSMA7, HSP90B1, CD79B, CST3, PRDX4, PSMB1, RPS3, POLR2G, POLR2J, POLR2L, NDUFA9, NDUFA3, SHFM1, H2-AA, ATOX1, TSPAN14, EIF3I, ALOX5AP, OCIAD1, RNF181, TGFBI, CNIH4
27	GTF2B_K562_hg19	2.16e-11	-1.59	33.89	IFITM1, ATP5C1, CIB1, DBI, RPL10A, IFI30, MRPL33, RPS4X, UBL5, RPS14, LGALS1, ALDH2, RPS11, CHCHD1, TMEM14C, RPS9, NUP210, GPX4, MRPS24, ANXA2, DUSP1, NSMCE1, RPL13A, TALDO1, FOS, DYNLL1, PGD, COX6B1, ATP5J2, EEF1G, SLC25A5, RPL29, PRR13, TRUB2, ANAPC13, GLO1, PRCP, COX5A, PSMA7, ATP5L, HSP90B1, CST3, PRDX4, PSAP, TMEM208, RPS2, NDUFV2, POLR2L, MCL1, NFE2, NDUFA7, SHFM1, NDUFA3, NDUFA2, HNRNPAB, ATOX1, RPS26, EIF3I, ZYX
28	NFE2_GM12878_hg19	2.16e-11	-1.59	33.86	MTCH1, YWHAB, DBI, MRPL36, ATP5G3, IFI30, HIST2H2AC, EEF1B2, FCRLA, LAMP1, RPL36AL, ARHGDIB, NPTN, HIST1H2AD, VPS35, RPS11, RPS9, GPX1, DUSP1, H2AFZ, RPS5, HIST1H2AK, SSR3, RPL13A, UTP11L, ATP5J2, NME1, RBX1, EEF1A1, DOK3, S100A6, ERP29, MAPRE1, EIF1B, ANAPC13, TRUB2, GRN, VCP, COX5A, UQCRH, ATP5L, ATP5B, PSAP, CCL3, EIF4H, POLR2G, RPS2, SEC11C, NDUFA9, NDUFA7, ARPC5, HNRNPAB, HIGD2A, LRG1, OSTM1, GNB2, CDK2AP2, RNF181, CLEC2D
29	USF2_MEL cell line_mm9	1.90e-11	-1.58	33.71	MTCH1, YWHAB, RPLP1, LST1, MRPL36, CIB1, DBI, ARRB2, KRTCAP2, TUBB5, LAMP1, ALDH2, 2310036O22RIK, NPTN, VPS35, RPS11, CHCHD1, CTSB, TMEM14C, GPX1, TPI1, DUSP1, H2AFZ, 2700094K13RIK, NSMCE1, RPL13A, CYBA, NME1, S100A6, ADNP, MAPRE1, EIF1B, GAPDH, ANAPC13, TRUB2, GRN, GLO1, POMP, PRCP, COX5A, GABARAP, PSMB10, CLN5, ATP5L, C3, PRDX4, PSAP, PSMB1, EIF4H, POLR2G, SERF2, SEC11C, NDUFA7, 1500032L24RIK, ARPC5, MRPL23, PSMB9, OSTM1, GNB2, ZYX, RNF181
30	RELA_GM18526_hg19	8.69e-11	-1.67	33.61	IFITM1, GRN, ARL6IP1, WDR1, RPL31, MRPS33, RPLP1, DBI, IFI30, RPL10A, PIGX, HSP90B1, PRDX5, CCL3, HIST1H2AD, B2M, MCL1, RPS9, NDUFA7, HIST1H2AI, RPS8, RPS5, MMP9, PSMB8, HIGD2A, RBX1, RPS26, EEF1A1, RPS25, MARCKS, RPL27A, IRF5, PTPN6, UQCRC2, CLEC2D
31	RELA_GM12892_hg19	6.11e-11	-1.6	32.65	TNFRSF13B, ARL6IP1, RPL31, RPLP1, DBI, RPL10A, IFI30, CORO1A, UBE2L3, PIGX, HIST2H2AC, HSP90B1, RPS4X, RPS14, LGALS1, RPL36AL, TMSB4X, RPS3, CCL3, RPS2, NDUFV2, B2M, NADK, MCL1, RPS12, NDUFA7, RPS8, RPS5, RPL13A, CYBA, ARPC5, HNRNPAB, MMP9, PSMB8, APRT, CYBASC3, HIGD2A, RBX1, EEF1A1, MARCKS, LRG1, DNAJC7, POU2AF1, IRF5, GAPDH
32	GATA1_MEL cell line_mm9	1.85e-11	-1.5	32.06	SLC46A3, ARL6IP1, RPL31, MRPL36, DBI, ETFB, ATP5G3, RPL10A, ATP5G2, PIK3CG, RPS14, ZFP36, TUBB5, ARHGDIB, H2-OB, MYEOV2, RPS11, CHCHD1, RPS12, CTSB, PSENEN, SEC13, RPS9, GPX4, HIST1H2AI, HIST1H2AH, HIST1H2AK, RPS5, SSU72, NSMCE1, RPL13A, CYBA, FOS, PGD, DUSP6, NME1, RBX1, PLA2G15, EEF1G, EEF1A1, GAPDH, PRR13, TRUB2, ANAPC13, VCP, GLO1, MRPS33, POMP, A930005H10RIK, PRCP, ACAA1A, MRPL12, GABARAP, GSPT1, FGD2, RPS3, POLR2G, NADK, TXNDC5, NDUFA9, MCTS1, RPL41, NDUFA7, SEPT11, NDUFA2, PRG2, AI467606, HNRNPAB, ATOX1, HIGD2A, RPS26, OSTM1, GNB2, CDK2AP2, DEGS1, CLEC2D
33	FOS_MCF 10A_hg19	1.76e-11	-1.47	31.33	SLC46A3, IFITM3, MTCH1, IFITM1, IFITM2, ARL6IP1, RPL31, RPLP1, ATP5C1, CIB1, DBI, ATP5G3, MRPL33, UBE2L3, RPS4X, EEF1B2, UBL5, KRTCAP2, LAMP1, TMSB4X, SUMO2, VPS35, CHCHD1, B2M, CAMP, TMEM14C, CTSB, SEC13, RPS9, GPX4, H2AFZ, RPS8, IMP3, DUSP1, RPS5, NSMCE1, SSU72, FOS, ATP5J2, COX6B1, EEF1G, COX7A2L, IFI27, S100A6, ERP29, UQCRC2, AURKAIP1, RPL29, MAPRE1, GAPDH, S100A9, PPIA, S100A8, ANAPC13, COPB2, TRUB2, GRN, VCP, GSTP1, MRPS33, GLO1, GLRX, MRPL12, COX5A, PSMA7, GABARAP, PLAC8, PSMB1, PSAP, RPS3, TMEM208, S100A11, NDUFA9, TIMM8B, MCTS1, RPL41, NDUFA7, SEPT11, CCDC56, SHFM1, NDUFA2, HNRNPAB, HIGD2A, CYBASC3, RPS26, RPS25, MARCKS, EIF3I, OCIAD1, RNF181, PTPN6, DYNLRB1
