Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
11	0.0561	V4877	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A26002865	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=104830	None	A549	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC014_A549_6H:BRD-A26002865:10.0
12	0.0561	BRD-K76674262	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K76674262	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=285033	None	A549	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC017_A549_6H:BRD-K76674262:10.0
13	0.0561	BRD-K91145395	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K91145395	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=454217	None	MCF7	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC019_MCF7_6H:BRD-K91145395:10.0
14	0.0542	Narciclasine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K06792661	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72376	None	HCC515	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_HCC515_6H:BRD-K06792661:10.0
15	0.0542	QL-XII-47	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K99252563	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71748056	None	A549	10um	24h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=LJP006_A549_24H:BRD-K99252563:10
16	0.0523	Homoharringtonine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K76674262	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=285033	None	HCC515	10.0um	24.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC001_HCC515_24H:BRD-K76674262:10.0
17	0.0523	manumycin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K78599730	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44483259	None	PC3	10.0um	24.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC005_PC3_24H:BRD-K78599730:10.0
18	0.0523	Narciclasine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K06792661	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72376	None	HCC15	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_HCC15_6H:BRD-K06792661:10.0
19	0.0523	BRD-K37798499	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K37798499	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=36462	http://www.drugbank.ca/drugs/DB00773	A375	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC011_A375_6H:BRD-K37798499:10.0
20	0.0523	BRD-K91370081	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K91370081	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=253602	None	A549	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC016_A549_6H:BRD-K91370081:10.0
21	0.0505	PUROMYCIN HYDROCHLORIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A28970875	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702164	None	HA1E	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC002_HA1E_6H:BRD-A28970875:10.0
22	0.0505	Etoposide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A18419789	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44483274	None	A375	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC005_A375_6H:BRD-A18419789:10.0
23	0.0505	Narciclasine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K06792661	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72376	None	A375	10.0um	24.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_A375_24H:BRD-K06792661:10.0
24	0.0505	MST- 312	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K19894101	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10385095	None	HA1E	11.1um	24.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_HA1E_24H:BRD-K19894101:11.1
25	0.0505	BRD-K04853698	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04853698	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25195294	None	MCF7	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_MCF7_6H:BRD-K04853698:10.0
26	0.0505	Narciclasine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K06792661	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72376	None	NCIH2073	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_NCIH2073_6H:BRD-K06792661:10.0
27	0.0505	Narciclasine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K06792661	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72376	None	RMUGS	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_RMUGS_6H:BRD-K06792661:10.0
28	0.0505	BRD-K91370081	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K91370081	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=253602	None	A375	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC016_A375_6H:BRD-K91370081:10.0
29	0.0505	QL-X-138	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K72636697	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=73707530	None	HS578T	10um	24h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=LJP006_HS578T_24H:BRD-K72636697:10
30	0.0486	TENIPOSIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A35588707	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6708778	None	A375	1.25um	24.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_A375_24H:BRD-A35588707:1.25
31	0.0486	IMD 0354	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74305673	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5081913	None	MCF7	10.0um	24.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_MCF7_24H:BRD-K74305673:10.0
32	0.0486	nilotinib	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K81528515	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=644241	http://www.drugbank.ca/drugs/DB04868	A549	10um	24h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=LJP005_A549_24H:BRD-K81528515:10
33	0.0486	LDN-193189	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04853698	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25195294	None	SKBR3	10um	3h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=LJP005_SKBR3_3H:BRD-K04853698:10
34	0.0467	Anisomycin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K91370081	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=253602	None	HCC515	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC002_HCC515_6H:BRD-K91370081:10.0
35	0.0467	cercosporin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A78360835	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2674	None	A549	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC005_A549_6H:BRD-A78360835:10.0
36	0.0467	NICLOSAMIDE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K35960502	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4477	http://www.drugbank.ca/drugs/DB06803	MCF7	10.0um	24.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_MCF7_24H:BRD-K35960502:10.0
37	0.0467	Narciclasine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K06792661	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72376	None	PC3	10.0um	24.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_PC3_24H:BRD-K06792661:10.0
38	0.0467	BRD-K04853698	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04853698	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25195294	None	VCAP	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_VCAP_6H:BRD-K04853698:10.0
39	0.0467	homoharringtonine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A24643465	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=16219462	None	A549	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC010_A549_6H:BRD-A24643465:10.0
40	0.0467	BRD-K91145395	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K91145395	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=454217	None	HEPG2	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC019_HEPG2_6H:BRD-K91145395:10.0
41	0.0467	5-azacytidine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K03406345	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9444	http://www.drugbank.ca/drugs/DB00928	A375	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC020_A375_6H:BRD-K03406345:10.0
42	0.0467	mitoxantrone	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K21680192	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5458171	None	A375	0.12um	24h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=LJP005_A375_24H:BRD-K21680192:0.12
43	0.0467	LDN-193189	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04853698	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25195294	None	MCF10A	10um	3h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=LJP005_MCF10A_3H:BRD-K04853698:10
44	0.0467	LDN-193189	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04853698	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25195294	None	PC3	10um	24h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=LJP005_PC3_24H:BRD-K04853698:10
45	0.0467	QL-XII-47	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K99252563	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71748056	None	MDAMB231	3.33um	3h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=LJP006_MDAMB231_3H:BRD-K99252563:3.33
46	0.0449	BRD-K80348542	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K80348542	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=442195	None	HCC515	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC002_HCC515_6H:BRD-K80348542:10.0
47	0.0449	Proscillaridin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A34806832	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9828429	None	HA1E	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC004_HA1E_6H:BRD-A34806832:10.0
48	0.0449	Ro 28-1675 ?	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K21672174	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9886086	None	A549	160.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_A549_6H:BRD-K21672174:160.0
49	0.0449	BJM-ctd2-9	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-M86331534	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=73707397	None	A549	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_A549_6H:BRD-M86331534:10.0
50	0.0449	Narciclasine	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K06792661	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72376	None	CORL23	10.0um	6.0h	http://amp.pharm.mssm.edu/L1000CDS2/meta?sig_id=CPC006_CORL23_6H:BRD-K06792661:10.0
